Arrive_time,Duration_of_stay,Station
14,4,8
14,4,8
14,4,8
14,4,8
24,4,5
24,4,5
24,4,5
31,4,3
31,4,3
31,4,3
31,4,3
31,4,3
31,4,7
31,4,7
31,5,8
32,6,1
32,6,1
34,9,1
34,9,1
34,4,3
34,4,3
34,5,3
34,5,3
34,5,3
34,4,7
34,4,7
34,4,7
35,4,1
35,4,1
35,4,1
35,4,1
35,4,1
35,4,1
35,4,1
35,12,3
36,8,2
36,9,2
36,11,2
36,11,2
36,12,3
36,12,3
37,4,0
37,4,0
37,4,0
37,9,1
37,9,1
37,9,1
37,9,1
37,4,3
37,4,3
38,4,2
38,4,2
41,4,0
41,4,0
42,5,0
42,5,0
42,5,0
42,5,0
42,4,7
42,4,7
42,4,7
42,4,7
43,4,1
43,4,1
43,4,5
43,6,8
43,6,8
43,6,8
43,6,8
44,4,1
44,4,1
44,5,2
44,4,5
44,4,5
44,4,5
44,4,5
45,4,1
45,12,2
45,12,2
45,12,2
46,4,1
46,4,1
46,4,1
46,4,1
46,7,4
46,7,4
46,7,4
46,7,4
46,7,4
46,7,4
46,7,4
46,7,4
46,10,4
46,10,4
46,10,4
46,10,4
46,10,4
46,4,6
46,4,6
47,5,0
47,5,0
48,5,3
48,4,7
48,4,7
48,10,8
48,10,8
49,4,0
49,4,0
49,4,0
49,4,0
49,4,0
49,4,0
49,4,0
49,4,0
49,5,4
49,8,4
49,8,4
49,8,4
49,8,4
49,4,5
49,4,5
49,4,5
49,4,5
49,4,5
49,4,5
49,4,5
49,4,5
49,5,5
49,5,5
49,5,5
49,5,5
49,5,5
49,5,5
49,5,5
49,5,5
50,4,0
50,4,1
50,4,1
50,4,1
50,4,1
50,5,1
51,4,0
51,4,0
51,5,3
51,5,3
52,4,2
52,4,3
52,4,3
52,4,6
52,4,6
52,4,6
52,4,6
52,4,6
53,5,3
53,5,3
53,5,3
53,7,4
53,7,4
53,8,7
55,11,7
55,11,7
55,11,7
55,11,7
55,11,7
55,11,7
55,11,7
56,4,0
56,4,0
56,4,8
56,4,8
57,5,1
57,5,1
57,5,1
57,5,1
57,6,1
57,6,1
57,6,1
57,6,1
57,4,3
57,4,3
57,4,3
57,4,3
57,4,3
57,4,3
57,5,3
57,8,4
57,8,4
57,8,4
58,4,0
58,4,2
58,4,2
59,4,3
59,4,3
59,4,3
59,4,3
59,7,3
59,7,3
59,7,3
59,7,3
59,7,3
59,7,3
59,4,6
59,4,6
60,4,3
60,4,3
60,4,3
60,4,3
60,4,3
60,4,8
60,4,8
60,4,8
60,4,8
60,4,8
60,4,8
60,5,8
60,5,8
60,5,8
61,5,1
61,5,1
61,5,1
61,11,4
61,11,4
61,4,7
61,4,7
61,4,7
61,4,7
61,4,7
61,4,7
61,4,7
62,4,0
62,4,0
62,4,0
62,4,3
62,4,3
62,4,3
62,4,3
63,4,4
63,9,4
63,9,4
63,9,4
63,9,4
65,4,0
65,4,1
65,4,1
65,4,6
65,4,6
65,4,6
65,4,6
66,4,1
66,4,1
66,4,1
66,4,1
66,4,1
66,10,1
66,10,1
66,5,3
66,5,5
66,5,5
67,8,2
67,8,2
67,8,2
67,8,2
67,4,5
68,4,0
68,4,0
69,4,0
69,4,0
69,4,1
69,4,1
69,4,2
69,4,2
69,4,2
71,10,1
71,10,1
72,4,0
72,4,0
72,10,0
72,10,0
72,10,0
72,10,0
72,10,0
72,10,0
72,10,0
72,10,0
72,4,1
72,4,1
72,4,1
72,4,1
72,4,1
72,4,1
72,4,6
73,8,6
73,8,6
74,4,0
74,4,0
74,7,0
74,6,4
74,6,4
74,6,4
74,4,7
74,4,7
75,5,0
75,5,0
75,6,4
75,6,4
75,6,4
77,10,0
77,10,0
77,4,6
77,7,6
77,7,6
77,7,6
77,10,6
77,10,6
77,10,6
78,4,0
78,4,0
78,4,0
78,4,1
78,4,1
78,4,1
78,4,1
78,4,1
79,11,1
79,5,6
79,5,6
79,5,6
79,5,6
79,5,6
79,5,6
80,5,1
80,5,1
80,5,1
80,5,6
80,5,6
80,4,7
80,4,7
81,6,8
83,5,0
83,5,0
83,5,0
83,4,6
84,4,2
84,4,2
