Arrive_time,Duration_of_stay,Station
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
30,8,6
30,8,6
30,8,6
30,8,6
30,8,6
32,4,6
32,4,6
32,4,6
32,4,6
33,4,1
35,4,1
35,4,1
36,7,2
36,7,2
36,7,2
36,7,2
36,4,4
36,4,4
36,4,4
39,4,2
39,9,3
39,9,3
39,7,7
39,7,7
39,7,7
39,7,7
40,4,1
40,4,1
40,4,1
40,4,1
40,4,1
40,7,7
40,7,7
40,7,7
40,7,7
41,8,3
41,8,3
42,4,0
42,4,0
42,4,0
42,4,0
42,4,0
42,4,0
42,4,0
42,4,0
42,4,3
42,4,3
42,4,3
42,4,3
42,4,3
42,11,3
42,11,3
42,11,3
42,4,5
42,4,5
42,5,6
42,5,6
42,5,6
42,4,8
42,4,8
42,4,8
42,7,8
43,4,1
43,4,1
44,4,1
44,4,1
44,4,2
44,4,2
44,7,4
44,7,4
44,4,5
44,4,5
44,4,5
44,4,6
45,4,1
45,4,1
45,4,1
45,8,4
45,8,4
45,8,4
45,4,8
46,8,7
46,4,8
47,5,1
47,5,1
47,5,1
47,5,1
47,5,1
47,5,1
47,6,2
47,6,2
47,6,2
47,8,4
47,8,4
48,5,4
48,5,4
48,5,4
48,9,4
48,9,4
48,9,4
48,10,5
48,12,8
48,12,8
49,4,1
49,4,1
49,4,1
49,7,2
49,7,2
49,7,2
49,4,3
49,4,3
49,4,3
49,4,5
49,4,5
49,4,5
49,4,5
49,4,5
49,4,5
50,10,3
50,10,3
50,10,3
50,10,3
50,9,4
51,6,0
51,4,2
51,4,2
51,4,2
51,5,2
51,4,8
51,4,8
51,4,8
51,4,8
52,4,2
52,4,2
52,5,6
52,5,6
52,5,6
52,5,6
53,4,1
53,4,1
53,4,1
53,4,1
53,10,2
53,10,2
53,10,2
53,10,2
53,10,2
53,6,3
53,6,3
53,6,3
53,6,3
53,6,3
53,6,3
53,6,3
53,6,3
53,6,3
54,6,3
54,4,5
54,4,5
54,4,5
54,4,6
54,4,6
55,5,1
55,5,1
55,5,1
55,10,2
55,10,2
55,10,2
55,11,2
55,11,2
55,11,2
55,11,2
55,11,2
55,11,2
55,4,3
55,4,3
55,4,3
55,4,3
55,4,3
55,4,3
55,4,3
55,4,6
55,4,6
55,4,6
56,4,2
56,4,2
56,4,2
56,4,2
56,4,2
56,4,2
56,5,5
56,5,5
57,4,2
57,4,2
57,7,3
57,7,3
58,5,1
58,10,4
58,5,5
59,4,5
59,4,5
59,4,6
59,4,6
59,4,6
59,4,6
59,4,6
59,4,7
59,4,7
59,4,7
60,10,4
60,10,4
60,10,4
60,4,6
60,4,6
60,5,8
60,5,8
60,5,8
61,4,1
61,6,5
61,6,5
62,4,0
62,4,0
62,4,0
62,4,0
62,6,1
62,6,1
62,6,1
62,6,1
62,4,5
62,4,5
62,4,6
62,10,8
62,10,8
63,4,0
63,4,0
63,4,0
63,4,3
63,4,3
63,4,3
63,4,3
63,11,4
64,4,1
64,4,1
64,5,2
64,5,2
64,9,2
64,7,4
64,11,4
64,5,7
64,5,7
64,5,7
64,5,7
65,4,1
65,4,1
65,4,1
65,4,1
65,4,1
65,4,3
65,4,3
65,4,3
65,4,3
65,4,3
65,4,3
65,4,3
65,4,3
65,4,7
65,4,7
65,4,7
66,4,5
66,4,5
66,4,5
66,5,6
67,4,2
67,4,2
67,4,2
68,4,3
68,4,3
68,4,3
68,5,3
69,4,0
69,4,0
69,4,0
69,8,0
69,8,0
69,4,1
69,4,1
69,4,1
69,10,4
70,5,1
70,4,8
71,6,8
71,6,8
72,8,3
72,8,3
72,5,6
73,4,1
73,4,1
73,4,1
73,8,2
73,8,2
75,4,3
75,6,6
75,6,6
75,6,6
75,6,6
75,6,6
75,6,6
76,4,3
76,4,3
76,4,3
76,4,3
76,5,3
76,6,5
76,6,5
76,6,5
78,5,1
78,5,1
78,4,3
78,4,3
78,4,4
78,4,4
78,4,4
78,4,4
78,4,8
78,4,8
78,4,8
79,11,0
79,11,0
79,4,1
79,4,1
80,4,3
80,4,3
80,5,6
80,5,6
81,9,1
81,9,1
81,9,1
83,7,0
83,7,0
