Arrive_time,Duration_of_stay,Station
14,4,3
14,4,3
14,4,3
30,5,3
30,5,3
30,5,3
33,4,8
33,4,8
34,8,1
34,8,1
34,8,1
34,8,1
35,4,2
36,4,4
36,4,4
36,5,4
36,5,4
37,12,2
37,12,2
37,4,3
38,9,2
40,6,0
40,6,0
40,6,0
40,11,1
40,4,4
40,4,4
41,4,1
41,8,2
41,8,2
41,8,2
41,4,4
41,4,4
41,4,4
41,4,4
41,4,4
43,4,0
43,4,0
43,4,0
43,4,0
43,4,0
43,4,0
43,4,0
43,4,0
44,4,2
44,4,2
44,4,2
44,4,2
44,11,2
44,11,2
44,4,7
44,4,7
44,4,7
44,12,8
44,12,8
45,5,5
45,5,5
45,5,5
45,4,6
45,4,8
45,4,8
46,4,1
46,4,1
46,4,1
46,6,1
46,6,1
46,6,1
46,6,1
46,6,1
47,5,0
47,5,0
47,5,0
47,5,0
47,8,0
47,4,2
47,4,2
47,4,2
47,4,2
47,4,2
47,5,2
47,5,2
47,5,2
47,6,2
47,6,2
48,5,2
48,5,2
48,4,3
48,4,3
48,4,3
48,4,3
48,4,3
48,4,6
48,4,6
48,4,6
48,5,6
48,5,6
48,5,6
49,4,1
49,4,1
49,4,1
50,7,0
50,7,0
50,12,2
50,12,2
51,5,0
51,5,0
51,5,0
51,5,0
52,5,0
52,5,0
52,9,2
52,9,2
52,9,2
52,11,2
52,11,2
52,11,2
52,11,2
52,11,2
53,7,2
53,7,2
53,7,2
53,11,2
53,11,2
53,11,2
53,4,3
53,4,3
53,4,3
53,4,3
53,4,3
53,9,5
53,9,5
53,9,5
53,10,5
53,10,5
53,10,5
53,10,5
53,10,5
53,10,5
54,11,1
54,11,1
54,11,1
54,11,1
54,11,1
54,11,2
54,11,2
54,11,2
54,11,2
54,11,2
54,11,2
54,11,2
54,6,5
55,4,1
55,4,5
55,4,5
55,4,5
55,4,5
55,4,5
55,4,5
55,4,5
55,6,5
55,6,5
55,6,5
56,4,1
56,4,1
56,4,2
56,4,2
56,4,2
57,4,1
57,4,1
57,4,1
57,4,5
57,4,5
57,4,5
57,4,5
58,11,1
58,11,1
58,4,2
58,4,2
58,4,2
58,6,2
58,6,2
58,6,2
58,6,2
58,4,4
58,4,4
58,5,6
58,5,6
58,5,6
58,7,8
59,4,0
59,4,0
59,4,0
59,4,0
59,4,0
59,4,0
59,6,0
59,6,0
59,6,0
59,4,1
59,4,1
59,4,1
59,4,1
59,4,3
59,4,3
60,4,1
60,4,1
60,4,1
61,4,0
61,4,0
61,9,0
61,9,0
61,4,1
61,4,5
61,4,5
61,4,5
62,4,2
62,4,2
62,4,2
62,4,2
62,4,2
62,7,2
62,7,2
62,7,2
62,9,2
62,9,2
62,4,3
62,4,3
62,4,3
62,5,5
62,5,5
62,5,5
62,5,5
62,5,5
62,5,5
62,5,7
62,5,7
62,5,7
62,5,7
62,9,8
62,9,8
63,5,2
63,5,2
63,4,8
64,4,2
64,4,2
64,4,2
64,11,2
64,11,2
64,11,2
64,4,3
64,4,3
64,4,3
64,4,3
64,4,3
64,4,3
65,10,1
65,10,1
65,10,1
65,10,1
65,4,3
65,4,5
65,4,5
65,4,5
65,4,5
65,4,5
65,4,5
65,4,5
66,4,8
67,6,2
67,6,2
67,6,2
69,4,5
69,4,5
69,4,5
69,4,5
69,4,5
69,4,6
69,4,6
69,4,6
70,4,1
70,4,1
70,4,1
70,5,1
70,5,1
70,5,1
70,5,1
70,5,1
70,5,1
70,5,1
71,8,8
72,7,3
72,7,3
72,4,5
73,5,3
74,4,8
74,4,8
74,4,8
74,4,8
74,4,8
74,4,8
74,4,8
75,4,0
75,4,0
75,4,0
75,4,0
75,5,0
75,4,5
75,5,7
75,5,7
75,5,7
76,4,5
76,4,5
76,4,5
77,4,6
78,11,5
78,11,5
78,11,5
79,5,1
79,5,6
79,5,6
79,5,6
79,5,6
80,4,1
80,8,5
80,8,5
81,9,0
81,9,0
81,4,5
81,4,5
81,4,5
81,4,5
81,4,5
82,10,0
83,9,0
84,4,3
84,4,3
84,4,3
85,4,5
85,4,5
85,4,5
85,4,7
85,4,7
85,4,7
85,4,7
