Arrive_time,Duration_of_stay,Station
14,11,0
14,11,0
14,11,0
14,11,0
14,11,0
14,11,0
32,7,8
32,7,8
32,7,8
34,4,5
34,4,5
34,4,5
34,4,5
35,4,6
35,4,6
35,4,6
35,4,6
35,4,6
37,4,1
37,9,3
37,9,3
38,6,4
38,6,4
38,6,4
38,6,4
38,4,6
38,4,6
39,8,7
39,8,7
40,5,4
40,5,4
40,4,7
40,4,7
40,4,7
41,5,0
41,5,0
41,5,0
41,5,0
41,5,0
41,8,4
41,8,4
41,8,4
43,9,3
43,9,3
43,9,3
43,9,3
43,9,3
43,9,3
43,4,4
43,4,4
43,4,5
43,4,5
44,4,2
44,7,4
44,7,4
44,7,4
45,4,0
45,4,0
45,4,0
45,4,1
45,4,1
45,4,1
45,4,1
45,4,1
45,8,4
45,4,6
45,4,6
45,4,6
46,10,2
46,10,2
46,4,5
46,4,5
46,4,5
46,4,5
46,4,5
46,8,7
46,8,7
46,6,8
46,6,8
46,6,8
46,6,8
47,4,2
47,4,2
47,4,2
47,4,2
47,11,4
47,11,4
47,11,4
47,11,4
48,4,0
48,4,0
48,4,0
49,4,0
49,4,0
49,4,0
49,4,0
49,4,2
49,4,2
49,4,2
49,4,2
49,8,4
49,8,4
49,4,5
49,4,5
49,4,5
49,4,5
49,4,5
49,4,5
50,8,0
50,5,2
50,5,2
50,5,2
50,5,2
50,4,5
51,5,0
51,7,0
51,7,0
51,7,0
51,4,2
51,4,2
51,4,2
51,4,2
51,6,4
51,6,4
51,6,4
51,6,4
51,6,4
51,10,4
51,10,4
51,10,4
51,5,5
51,5,5
51,6,5
51,6,5
51,6,5
51,6,5
51,5,6
51,5,6
51,5,6
51,5,6
51,5,6
52,8,2
52,8,2
52,8,2
52,7,5
52,4,6
52,4,6
52,4,6
52,4,6
52,4,6
52,4,6
52,4,6
52,4,8
52,4,8
52,4,8
53,4,0
53,4,0
53,4,0
53,4,0
53,7,4
53,7,4
53,7,4
53,7,4
53,7,4
53,7,4
53,7,4
53,11,4
53,4,6
53,4,6
53,4,6
54,8,8
54,8,8
56,4,0
56,4,5
56,4,5
56,4,6
56,4,6
56,4,6
56,4,6
56,4,6
56,4,7
56,4,7
56,10,8
56,10,8
56,10,8
57,4,0
57,4,0
57,4,2
57,4,2
57,4,2
57,4,2
57,4,2
57,4,2
57,4,2
58,4,0
58,4,0
58,4,6
59,4,1
59,4,1
59,4,1
59,4,1
59,4,1
59,8,3
59,8,3
59,8,3
59,8,3
59,8,3
59,10,4
59,10,4
59,10,4
60,9,4
60,9,4
60,10,4
60,10,4
60,10,4
60,4,7
60,4,7
60,4,7
60,4,7
61,4,1
61,4,1
61,7,2
61,7,2
61,7,2
61,7,2
61,7,2
61,4,3
61,9,4
61,10,4
61,10,4
61,10,4
61,10,4
61,10,4
62,7,2
62,7,2
62,7,2
62,7,2
62,7,2
63,4,0
63,4,0
63,4,0
63,4,2
63,4,2
63,4,2
63,4,2
63,10,4
63,10,4
63,10,4
63,4,5
63,4,5
63,4,5
63,4,5
63,4,5
63,4,6
63,4,6
63,4,6
64,4,2
64,4,2
64,4,8
64,4,8
64,5,8
64,5,8
64,5,8
65,4,6
65,4,6
65,4,6
65,4,6
66,4,0
66,4,0
66,4,0
66,4,0
66,4,0
66,8,4
66,8,4
67,4,1
67,6,3
67,6,3
67,6,3
67,9,4
67,9,4
67,4,6
67,9,8
67,9,8
68,4,5
68,4,5
68,4,5
69,4,0
69,4,0
69,4,0
69,4,7
69,4,7
69,4,7
71,4,1
71,4,1
71,4,1
72,5,5
72,4,8
72,4,8
72,4,8
73,12,0
73,12,0
73,11,2
73,11,2
73,11,2
73,11,2
75,9,7
76,5,0
76,5,0
76,5,1
76,5,1
76,5,1
76,5,1
76,9,1
77,4,0
77,4,0
77,4,2
77,4,2
77,4,2
77,10,6
77,10,6
77,10,6
78,4,0
78,4,0
78,4,0
78,4,0
78,4,0
78,9,2
79,4,0
79,4,0
80,4,1
80,4,1
80,4,1
80,4,3
80,4,3
80,4,3
80,4,3
80,4,6
80,4,6
80,4,6
81,4,0
81,4,2
81,4,2
81,4,2
81,4,2
