Arrive_time,Duration_of_stay,Station
33,4,1
33,4,1
33,4,1
33,4,1
34,4,0
34,4,3
34,4,3
34,4,3
34,4,3
34,4,3
34,4,3
34,4,3
34,4,3
34,4,3
34,4,7
34,4,7
34,4,7
36,4,1
36,4,1
36,4,5
36,4,5
36,4,5
36,4,5
36,4,5
37,4,5
37,4,5
38,6,1
38,9,2
38,9,2
38,9,2
39,5,0
39,4,3
39,4,3
39,4,3
39,4,3
39,4,3
39,4,3
40,5,5
41,4,0
41,4,0
41,4,0
41,4,2
41,4,2
41,4,2
41,4,6
41,4,6
41,6,8
41,6,8
42,12,4
42,12,4
42,12,4
42,12,4
42,12,4
42,12,4
43,4,0
43,4,0
43,4,0
43,4,0
43,4,0
43,4,0
43,4,0
43,5,2
43,5,2
43,5,2
43,4,7
43,4,7
43,4,7
44,4,0
44,4,0
44,4,0
44,4,0
44,4,0
44,10,1
44,10,1
44,10,1
44,4,3
44,4,3
44,4,3
44,4,7
44,4,7
44,4,7
45,4,1
45,4,1
45,4,1
45,4,1
45,4,1
45,4,1
45,4,1
45,4,1
45,4,7
45,4,7
45,4,7
45,4,7
46,5,0
46,5,0
46,5,0
46,5,0
46,5,0
46,4,1
46,4,1
46,4,1
46,4,1
46,5,3
46,5,3
46,5,3
46,5,3
46,5,3
46,4,5
46,4,5
46,4,5
46,4,5
46,4,5
47,8,3
47,8,3
47,8,3
47,8,3
47,8,3
47,8,3
48,4,1
48,4,1
48,4,1
48,4,1
48,4,1
48,4,1
48,4,1
48,4,1
48,4,1
48,4,1
48,10,2
48,10,2
48,10,2
48,11,4
48,11,4
48,11,4
48,11,4
48,11,6
48,11,6
48,6,8
48,6,8
48,6,8
48,6,8
49,4,0
49,6,5
49,6,5
49,8,8
49,8,8
49,8,8
49,11,8
50,4,2
50,4,2
50,6,2
50,7,4
50,4,5
50,4,5
50,4,5
51,10,0
51,10,0
51,4,3
51,4,3
51,4,3
51,4,3
51,4,3
51,4,3
52,5,5
52,5,5
52,5,5
52,5,6
52,5,6
52,5,6
52,4,7
52,4,7
52,4,7
53,4,0
53,4,0
53,4,0
53,5,0
53,5,0
53,5,0
53,5,0
53,4,3
53,4,3
53,4,3
53,4,4
53,4,4
53,4,4
53,4,6
53,4,6
53,4,6
53,4,6
53,4,7
53,4,7
53,4,7
53,4,7
54,10,4
54,10,4
54,10,4
54,10,4
54,4,6
54,4,6
54,4,6
54,4,6
54,4,7
55,10,2
55,10,2
55,10,2
55,10,2
55,10,2
55,6,6
56,4,0
56,4,5
56,4,5
56,4,5
56,4,7
56,4,7
56,4,7
57,6,0
57,6,0
57,6,0
57,4,1
57,4,1
57,10,1
57,10,1
57,10,1
57,10,1
57,10,1
57,10,1
57,6,8
57,6,8
57,6,8
57,6,8
58,12,0
58,12,0
58,12,0
58,4,1
58,4,1
58,4,1
58,4,1
58,4,1
58,7,1
58,4,3
58,5,5
58,5,5
58,5,5
58,5,5
59,4,1
59,4,1
59,4,1
59,4,1
59,4,1
59,4,1
59,4,1
59,4,7
59,4,7
59,4,7
59,4,7
60,4,1
60,4,1
61,4,5
61,4,5
61,4,5
61,4,5
62,4,1
62,4,1
62,4,1
62,4,8
62,4,8
63,4,0
63,4,0
63,4,3
63,4,3
63,4,3
64,5,3
64,5,3
64,5,3
64,5,3
64,5,8
64,5,8
64,5,8
64,5,8
65,4,2
65,4,2
65,4,2
65,4,2
66,4,3
66,4,3
66,4,3
66,4,3
66,4,3
67,7,2
67,7,2
67,7,2
67,7,2
67,7,2
68,4,0
68,4,0
68,4,0
68,4,0
68,7,0
68,7,0
68,7,0
68,7,0
68,12,3
68,12,3
68,12,3
68,12,3
68,12,3
68,12,3
71,4,3
71,4,3
71,4,3
71,5,3
71,4,7
71,5,8
71,5,8
72,9,5
72,9,5
72,9,5
74,5,6
74,5,6
77,4,0
77,4,0
77,4,0
77,4,0
78,10,1
78,10,1
78,10,1
78,10,1
78,10,1
78,10,1
78,10,1
78,8,3
78,5,8
78,5,8
78,5,8
78,5,8
78,5,8
79,4,1
79,4,1
79,4,1
79,6,1
79,6,1
79,6,1
79,6,1
79,6,1
