Arrive_time,Duration_of_stay,Station
17,4,3
17,4,3
17,4,3
17,4,3
17,4,3
17,4,3
22,7,1
24,4,2
24,4,2
24,4,2
25,4,3
25,4,3
25,4,3
26,4,1
26,4,1
26,4,5
27,5,7
28,4,8
28,4,8
28,4,8
31,4,1
31,4,1
31,4,1
31,4,6
32,8,7
32,8,7
32,8,7
32,8,7
32,9,7
32,9,7
33,9,7
33,9,7
33,10,7
34,4,1
34,4,1
34,4,1
34,4,1
34,4,1
34,6,2
34,5,3
35,4,1
35,4,1
35,9,2
35,4,6
35,4,6
36,4,1
36,4,1
36,4,1
36,9,7
37,5,2
37,5,2
37,5,2
37,8,2
37,8,2
37,8,2
37,8,2
37,8,2
37,8,2
37,8,2
37,10,7
37,10,7
37,10,7
37,10,7
39,7,0
39,7,0
39,7,0
39,7,0
39,4,1
39,4,1
39,4,1
39,5,2
39,12,2
39,12,2
39,12,2
39,12,2
39,12,2
39,4,6
40,4,5
41,4,1
41,4,1
41,4,1
41,7,2
41,7,2
41,9,2
42,4,0
42,6,5
42,6,5
42,6,5
43,4,0
43,4,0
43,4,0
43,7,2
43,7,2
43,7,2
43,7,2
43,4,3
43,4,3
44,6,1
44,6,1
44,6,1
44,8,2
44,10,4
44,10,4
44,10,4
44,10,4
44,10,4
44,10,4
44,4,6
45,4,0
45,4,0
45,4,0
45,4,0
45,5,0
45,5,0
45,5,0
45,4,1
45,4,1
45,6,2
45,6,2
45,6,2
45,6,2
45,6,2
45,6,3
45,6,3
45,6,3
45,4,4
45,4,4
45,4,4
45,8,4
45,8,4
45,8,4
45,4,5
45,4,5
46,4,0
46,4,0
46,4,0
46,8,0
46,4,3
46,8,4
46,8,4
46,4,5
46,4,5
46,4,5
46,4,5
47,4,1
47,4,1
47,5,1
47,4,5
47,4,5
47,4,5
47,4,5
47,4,5
47,7,5
48,4,0
48,4,1
48,4,1
48,4,1
48,4,1
48,4,1
48,4,3
48,4,3
48,4,3
48,4,3
48,4,3
48,4,3
48,4,3
48,4,3
48,11,4
48,11,4
48,11,4
48,11,4
48,11,4
48,9,7
48,9,7
48,9,7
48,9,7
48,9,7
49,4,1
49,4,1
49,11,4
49,11,4
49,11,4
49,5,5
49,5,5
49,5,5
50,4,1
50,4,1
50,4,1
50,7,2
50,7,2
50,5,5
50,5,5
51,8,1
51,5,4
51,4,5
51,4,5
51,4,7
51,4,7
52,4,0
52,4,0
52,4,8
52,4,8
53,4,1
53,4,1
53,6,4
53,6,4
54,5,0
54,5,0
54,7,4
54,11,4
54,11,4
54,6,5
54,6,5
54,6,5
54,4,7
55,5,1
55,5,1
55,5,1
55,5,1
55,5,1
55,5,1
55,5,1
55,5,1
55,6,5
55,6,5
56,4,3
56,4,3
56,4,5
56,4,5
56,4,5
56,4,5
57,4,3
57,4,3
57,4,3
57,4,3
57,7,4
57,7,4
57,7,4
57,12,4
57,4,7
58,4,0
58,4,0
58,4,0
58,9,2
58,9,2
58,9,2
58,9,2
59,4,0
59,4,0
59,4,0
59,4,0
59,7,2
59,7,2
60,6,2
60,6,2
60,6,4
60,6,4
60,9,4
60,9,4
60,7,5
60,11,8
60,11,8
61,4,1
61,4,5
61,4,5
61,4,8
61,4,8
61,4,8
62,4,1
62,4,1
62,4,1
62,4,1
62,4,7
62,4,7
62,4,7
63,4,5
63,4,6
63,4,7
63,4,7
64,4,1
64,4,1
64,4,1
64,4,1
64,4,1
65,4,2
65,4,2
65,4,2
65,4,2
65,4,2
65,4,7
65,4,7
66,4,7
66,4,7
66,4,7
66,4,7
68,4,1
68,4,1
68,4,1
69,5,6
69,5,6
70,4,0
70,4,0
70,4,0
70,4,0
70,4,0
70,4,0
70,4,0
70,4,2
72,4,7
72,4,7
72,4,7
72,4,7
73,12,0
73,12,0
73,12,0
73,12,0
73,12,0
73,12,0
73,12,0
73,4,6
73,4,6
73,6,6
73,6,6
73,6,6
73,6,6
74,9,2
76,4,1
77,5,6
77,5,6
77,5,6
77,5,6
78,7,0
78,9,5
83,4,3
83,4,3
84,4,3
84,4,3
84,4,3
84,4,3
84,5,6
84,5,6
84,5,6
84,5,6
84,5,6
