Arrive_time,Duration_of_stay,Station
14,4,8
14,4,8
24,4,5
24,4,5
24,4,5
31,4,3
31,4,3
31,4,3
31,4,5
31,4,5
31,4,5
31,4,5
31,4,5
31,4,5
31,4,7
31,4,7
32,4,1
32,6,1
32,6,1
32,6,1
34,9,1
34,9,1
34,9,1
34,9,1
34,5,3
34,4,7
35,4,1
35,4,1
35,4,1
35,4,1
35,4,1
35,12,3
35,12,3
35,12,3
35,4,6
35,4,6
35,4,6
36,4,1
36,4,1
36,8,2
36,8,2
36,8,2
36,8,2
36,9,2
37,4,0
37,9,1
37,9,1
37,9,1
38,4,0
38,4,0
38,4,1
38,4,1
38,4,2
40,8,7
40,8,7
40,8,7
40,8,7
40,8,7
41,4,0
41,6,0
41,6,0
41,6,0
41,6,0
41,4,1
42,5,0
42,4,7
42,4,7
42,4,7
43,4,1
43,4,1
43,10,2
43,4,6
43,4,6
43,6,8
43,6,8
43,6,8
44,4,1
44,4,1
44,4,1
44,4,1
44,4,6
44,4,6
45,12,2
45,12,2
45,8,8
45,8,8
46,4,1
46,4,1
46,7,4
46,7,4
46,7,4
46,7,4
46,10,4
46,10,4
46,10,4
46,10,4
46,4,6
46,4,6
46,4,6
47,5,0
47,5,0
47,5,0
47,5,0
48,5,3
48,5,3
48,5,3
48,5,3
48,5,3
48,5,3
48,5,3
48,5,3
48,5,3
48,4,7
48,4,7
48,4,7
48,4,7
49,4,0
49,4,0
49,4,0
49,4,0
49,4,0
49,4,0
49,4,0
49,5,1
49,5,1
49,5,1
49,5,4
49,8,4
49,8,4
49,4,5
49,4,5
49,4,5
49,4,5
49,4,5
49,4,5
49,4,5
49,4,5
49,4,5
50,4,0
50,4,0
50,4,1
51,4,0
51,4,0
51,4,0
51,4,0
51,5,3
51,5,3
51,5,3
52,4,2
52,4,2
52,4,2
52,4,2
52,4,3
52,4,6
52,4,6
52,4,6
52,4,6
52,4,6
52,4,6
52,4,6
53,7,4
53,8,7
53,8,7
53,8,7
54,4,0
54,5,2
54,5,2
54,5,2
54,5,2
55,11,7
55,11,7
55,11,7
55,11,7
56,4,0
56,4,0
56,5,2
56,5,2
56,4,3
56,9,3
56,9,3
57,5,3
57,5,3
57,5,3
58,4,0
58,4,0
58,4,2
58,8,7
59,8,2
59,8,2
59,4,3
59,7,3
59,6,4
59,8,4
59,8,4
59,4,6
59,4,6
60,4,0
60,5,5
60,5,8
60,5,8
60,7,8
60,7,8
60,7,8
60,7,8
61,5,1
61,5,1
61,9,2
61,11,4
61,11,4
61,11,4
61,4,7
62,4,3
62,4,3
62,4,3
62,8,3
62,8,3
62,8,3
62,8,3
62,8,3
63,4,1
63,4,1
63,4,4
63,4,4
63,4,4
63,9,4
64,6,2
64,6,2
65,4,0
65,4,0
65,4,1
65,4,1
65,4,1
65,4,1
65,4,1
65,4,1
65,4,1
65,4,1
65,4,1
65,4,6
66,10,1
66,10,1
66,10,1
66,10,1
66,5,3
66,5,3
66,5,3
66,5,3
66,5,3
66,5,5
66,5,5
66,5,5
66,5,5
67,4,1
67,4,1
67,4,1
67,8,2
67,8,2
67,8,2
67,8,2
67,8,2
68,4,0
69,4,1
69,4,1
69,5,1
69,5,1
69,5,1
69,5,1
69,5,1
69,4,2
69,4,2
69,4,2
70,6,3
70,6,3
70,6,3
70,4,7
70,4,7
70,4,7
71,9,2
71,9,2
72,4,0
72,4,0
72,4,0
72,10,0
72,4,1
72,4,1
72,4,1
72,4,1
72,4,1
72,4,1
72,4,1
72,4,6
72,4,6
72,4,6
72,4,6
72,4,6
72,4,6
73,11,2
73,8,6
73,8,6
73,8,6
73,8,6
73,8,6
73,8,6
73,8,6
73,8,6
74,4,0
74,4,0
74,4,0
74,4,0
74,4,0
74,6,4
74,4,7
74,4,7
75,5,0
75,6,4
77,4,3
77,4,3
77,4,3
77,4,3
77,4,6
77,4,6
78,4,0
78,4,0
78,4,0
78,4,0
78,4,0
78,4,1
78,4,1
79,5,6
80,4,1
80,4,1
80,5,1
80,5,6
80,5,6
80,5,6
80,5,6
81,6,8
81,6,8
81,6,8
82,5,0
83,5,0
83,5,0
85,4,1
85,4,1
