Arrive_time,Duration_of_stay,Station
30,8,6
30,8,6
30,8,6
33,4,1
35,4,1
35,4,1
35,4,1
35,4,1
36,7,2
36,7,2
36,7,2
36,7,2
36,4,4
36,4,4
36,4,4
36,4,4
36,4,4
36,4,4
39,4,2
39,4,2
39,9,3
39,9,3
39,9,3
39,9,3
39,7,7
40,4,1
40,4,1
40,4,1
40,7,7
40,7,7
40,7,7
41,8,3
41,8,3
41,8,4
41,8,4
42,4,0
42,4,3
42,4,5
42,4,5
42,4,5
42,4,5
42,4,5
42,4,5
42,4,8
42,7,8
42,7,8
43,4,1
44,4,2
44,4,2
44,4,2
44,4,3
44,4,3
44,4,3
44,4,3
44,7,4
44,7,4
44,7,4
44,7,4
44,4,5
44,4,5
44,4,5
44,4,6
45,4,1
45,8,4
45,8,4
45,8,4
45,8,4
46,8,7
46,8,7
47,5,1
47,5,1
47,8,4
47,8,4
48,4,0
48,4,0
48,4,0
48,4,0
48,5,4
48,5,4
48,9,4
48,9,4
48,9,4
48,9,4
48,12,8
48,12,8
48,12,8
49,4,1
49,4,1
49,4,1
49,7,2
49,7,2
49,4,3
49,4,3
49,4,5
49,4,5
49,4,5
49,4,5
49,4,5
50,5,2
50,5,2
50,5,2
50,10,3
50,10,3
50,10,3
50,10,3
50,9,4
50,9,4
50,9,4
50,9,4
50,9,4
51,4,2
51,4,2
51,4,2
51,4,2
51,4,2
51,4,2
51,4,2
51,4,2
51,4,2
51,5,2
51,5,2
51,8,3
51,8,3
51,4,8
51,4,8
51,4,8
52,4,2
52,4,2
52,4,2
52,4,2
52,8,2
52,8,2
52,8,2
52,8,2
52,8,2
52,5,6
53,4,1
53,4,1
53,4,1
53,4,1
53,4,1
53,4,1
53,10,2
53,10,2
53,10,2
53,6,3
53,6,3
53,6,3
53,6,3
53,7,4
53,7,4
54,6,3
54,4,5
54,4,5
54,4,6
54,4,6
54,4,6
54,4,6
54,8,8
54,8,8
55,5,1
55,10,2
55,10,2
55,10,2
55,11,2
55,11,2
55,11,2
55,11,2
55,4,3
55,4,3
55,4,3
55,4,3
55,4,3
55,4,3
55,4,3
56,4,2
56,4,2
56,4,2
56,4,2
56,4,2
56,5,5
56,4,6
56,4,6
56,4,6
56,4,6
56,4,6
57,7,3
58,4,0
58,4,0
58,5,1
58,5,5
58,5,5
59,4,5
59,4,5
59,4,5
59,4,7
59,4,7
59,4,7
59,4,7
59,4,7
59,9,8
59,9,8
59,9,8
60,5,2
60,5,2
60,7,3
60,7,3
60,10,4
60,10,4
60,4,6
60,5,8
60,5,8
60,5,8
60,5,8
61,4,1
61,6,5
62,4,0
62,6,1
62,6,1
62,12,4
62,4,5
62,4,5
62,4,5
62,4,5
62,4,6
62,4,6
62,10,8
62,10,8
62,10,8
63,4,0
63,4,0
63,4,0
63,4,0
63,4,3
63,4,3
63,11,4
63,11,4
63,4,5
64,5,2
64,5,2
64,5,2
64,9,2
64,9,2
64,9,2
64,11,4
64,5,7
65,4,3
65,4,3
65,4,3
65,4,3
65,4,3
65,4,7
65,4,7
66,4,5
66,4,5
66,4,5
66,5,6
66,5,6
66,5,6
68,4,3
68,4,3
68,4,3
68,4,3
68,4,3
68,4,3
68,4,3
69,4,0
69,8,0
69,8,0
69,8,0
69,10,4
69,10,4
70,5,1
70,5,1
70,5,1
70,4,8
70,4,8
71,4,1
71,4,1
71,4,1
71,4,1
71,4,1
71,4,1
71,6,8
71,6,8
71,6,8
71,6,8
71,6,8
71,6,8
72,8,3
72,8,3
72,8,3
72,8,3
72,5,6
72,6,8
73,8,2
73,8,2
73,8,2
73,7,3
73,7,3
73,7,3
75,4,3
76,9,1
76,9,1
76,9,1
76,4,3
76,4,3
76,4,3
76,4,3
76,5,3
76,6,5
77,10,6
77,10,6
78,5,1
78,4,4
78,4,4
78,4,5
78,4,8
78,4,8
78,4,8
78,4,8
79,11,0
79,11,0
79,11,0
79,11,0
79,11,0
80,4,3
80,4,3
80,5,6
81,4,0
81,4,0
81,4,0
81,4,0
81,4,0
81,9,1
81,9,1
81,9,1
81,9,1
81,9,1
83,7,0
83,7,0
83,7,0
83,7,0
83,7,0
