Arrive_time,Duration_of_stay,Station
14,11,0
14,11,0
14,11,0
34,4,5
34,4,5
34,4,5
35,4,1
35,4,6
35,4,6
35,4,6
36,4,4
37,4,1
37,4,1
37,4,1
37,4,1
37,4,1
37,4,1
37,4,1
38,6,4
38,6,4
38,4,6
39,8,7
39,8,7
40,5,4
40,5,4
40,5,4
40,5,4
40,4,7
41,4,0
41,4,0
41,5,0
41,8,4
41,8,4
41,8,4
41,8,4
41,8,4
42,4,3
42,4,3
43,4,4
43,4,5
44,6,0
44,6,0
44,6,0
44,4,2
44,4,2
44,4,2
44,7,4
44,7,4
45,4,1
45,4,1
45,4,1
45,4,1
45,4,1
45,8,4
45,8,4
45,8,4
45,8,4
45,8,4
45,8,4
45,8,4
45,4,6
46,10,2
46,10,2
46,4,5
46,4,5
46,8,7
46,8,7
46,8,7
46,8,7
46,6,8
46,6,8
46,6,8
47,4,2
48,4,0
48,4,0
48,4,0
48,4,0
48,4,0
48,4,0
48,4,0
48,4,0
48,4,0
48,4,0
49,4,0
49,4,0
49,4,0
49,4,0
49,4,2
49,4,2
49,8,4
49,8,4
49,8,4
49,4,5
49,4,5
50,8,0
50,8,0
50,8,0
50,5,2
50,5,2
50,5,2
50,4,5
50,4,5
51,5,0
51,5,0
51,5,0
51,5,0
51,5,0
51,5,0
51,7,0
51,7,0
51,7,0
51,7,0
51,4,2
51,4,2
51,4,2
51,4,2
51,10,4
51,10,4
51,10,4
51,5,5
51,5,6
51,5,6
51,5,6
52,4,2
52,4,2
52,8,2
52,8,2
52,8,2
52,7,5
52,7,5
52,7,5
52,7,5
52,7,5
52,4,6
52,4,6
52,4,8
53,4,0
53,4,0
53,4,0
53,4,0
53,7,4
53,7,4
53,7,4
53,11,4
53,11,4
53,11,4
53,4,6
53,4,6
54,8,8
54,8,8
55,4,3
55,4,3
56,4,0
56,4,0
56,4,0
56,4,6
56,4,6
56,4,6
56,4,6
56,4,7
56,4,7
56,10,8
56,10,8
56,10,8
56,10,8
56,10,8
56,10,8
56,10,8
57,4,0
57,4,0
57,4,0
57,4,2
57,4,2
57,4,2
57,4,2
57,4,2
57,4,2
57,4,2
57,4,2
57,4,2
57,5,5
57,5,5
58,4,0
58,4,0
58,4,0
58,4,0
58,4,0
58,4,6
58,4,6
58,4,6
59,4,1
59,4,1
59,4,1
59,4,1
59,4,1
59,4,1
59,8,3
59,4,6
59,4,6
59,4,6
59,4,7
59,4,7
59,9,8
59,9,8
59,9,8
59,9,8
59,9,8
60,9,4
60,10,4
60,4,7
61,4,1
61,4,1
61,4,1
61,4,1
61,4,1
61,4,3
61,4,3
61,4,3
61,9,4
61,9,4
61,9,4
61,9,4
61,9,4
61,9,4
61,10,4
61,10,4
62,6,1
62,6,1
62,6,1
62,6,1
62,6,1
62,7,2
62,7,2
62,7,2
62,12,4
62,12,4
62,9,8
62,10,8
62,10,8
63,4,2
63,4,2
63,10,4
63,10,4
63,10,4
63,4,5
63,4,5
63,4,5
64,4,2
64,4,2
64,4,6
64,4,6
64,4,6
64,4,6
64,4,6
64,4,6
64,4,6
64,5,8
64,5,8
64,5,8
64,5,8
65,10,4
65,10,4
65,4,6
65,4,6
65,4,6
65,4,6
65,4,6
66,4,0
66,4,0
67,4,1
67,4,1
67,4,1
67,4,1
67,4,1
67,4,1
67,4,6
67,4,6
67,4,6
67,4,6
67,4,6
68,4,5
68,4,5
68,4,5
69,4,0
69,4,0
69,4,0
69,4,0
69,4,7
69,4,7
70,7,1
71,4,1
71,4,1
72,5,5
72,5,5
72,5,5
72,4,8
72,4,8
72,4,8
73,12,0
73,4,1
73,4,1
75,9,7
76,5,0
76,5,0
76,5,0
76,5,1
76,5,1
76,9,1
76,9,1
76,9,1
76,9,1
76,4,3
76,4,3
76,4,3
76,4,3
77,5,0
77,5,0
77,5,0
77,4,2
77,4,2
77,4,2
77,10,6
78,4,0
78,9,2
78,9,2
78,9,2
78,9,2
79,4,1
79,4,1
79,4,1
80,4,1
80,4,1
80,4,3
80,4,3
80,4,3
80,4,3
80,4,6
81,4,0
81,4,0
81,4,0
83,7,0
83,7,0
83,7,0
83,7,0
