Arrive_time,Duration_of_stay,Station
14,4,8
14,4,8
14,4,8
14,4,8
14,4,8
14,4,8
15,4,3
15,4,3
15,4,3
30,4,5
30,4,5
30,4,5
30,4,5
30,4,5
30,4,5
31,4,7
31,4,7
31,4,7
31,5,8
31,5,8
31,5,8
32,6,1
32,6,1
32,6,1
32,6,1
34,4,7
34,4,7
35,4,1
35,4,1
35,4,1
35,4,1
35,12,3
35,12,3
36,8,2
36,8,2
36,9,2
36,11,2
36,11,2
36,11,2
36,11,2
36,12,3
36,12,3
37,4,0
37,4,0
37,4,0
37,9,1
37,4,2
37,4,2
37,9,7
37,9,7
37,9,7
37,10,7
38,4,1
38,4,1
38,4,1
38,4,7
38,4,7
38,4,7
38,4,7
38,4,7
40,11,3
40,11,3
40,11,3
42,4,0
42,4,0
42,4,0
42,5,0
42,5,0
42,5,2
42,5,2
43,4,1
43,4,1
43,11,2
43,11,2
43,11,2
43,11,2
43,4,5
43,4,5
43,4,5
43,4,5
44,4,1
44,4,1
44,7,2
44,7,2
44,7,2
44,4,4
44,4,4
44,4,4
44,4,5
44,4,5
45,4,1
45,12,2
45,12,2
45,12,2
45,12,2
45,5,6
45,5,6
45,8,8
46,4,0
46,4,0
46,4,0
46,4,0
46,4,0
46,4,2
46,7,4
47,5,0
47,5,0
48,5,3
48,11,6
48,11,6
48,11,6
48,11,6
48,4,7
48,10,8
48,10,8
49,5,1
49,5,1
49,5,1
49,5,1
49,5,1
49,5,1
49,5,5
49,5,5
49,6,6
50,4,0
50,4,0
50,4,0
50,4,0
50,8,0
50,8,0
50,5,1
50,5,1
50,5,1
50,5,1
50,5,1
51,4,0
51,4,1
51,4,1
51,4,4
51,4,4
51,4,4
51,4,4
51,4,4
52,4,0
52,4,0
52,4,0
52,4,0
52,4,3
52,4,6
52,4,6
53,5,3
53,5,3
53,5,3
54,5,2
54,5,2
54,5,7
54,5,7
54,5,7
55,4,2
55,4,2
55,4,2
55,4,2
55,4,2
55,4,2
55,4,2
55,4,2
55,4,5
55,4,5
55,4,5
55,4,5
55,4,6
55,4,6
56,4,4
56,4,4
56,4,4
56,4,8
57,5,1
57,5,1
57,5,1
57,5,1
57,5,1
57,6,1
57,6,1
57,6,1
57,6,1
57,6,1
57,4,3
57,4,3
57,4,3
57,4,3
57,5,3
57,6,4
57,6,4
57,6,4
57,8,4
58,4,3
58,4,3
59,8,2
59,7,3
59,7,3
60,4,3
60,4,3
60,4,3
60,4,3
60,10,4
60,10,4
60,10,4
60,10,4
60,10,4
60,4,8
60,4,8
60,4,8
61,11,4
61,11,4
61,11,4
61,6,5
61,6,5
61,4,7
61,4,7
61,7,8
61,7,8
61,7,8
62,4,0
62,4,0
62,4,0
62,4,0
62,4,0
62,4,0
62,4,7
63,5,8
63,5,8
63,5,8
63,5,8
63,5,8
64,6,2
64,6,2
65,4,1
65,4,1
65,4,1
65,4,1
65,4,6
65,4,6
66,4,1
66,4,1
66,10,1
66,10,1
66,10,1
66,10,1
67,4,1
67,5,1
67,5,1
67,5,1
67,4,5
67,4,5
68,4,0
68,4,0
68,4,0
68,4,0
68,4,0
68,4,0
68,4,0
68,12,4
68,12,4
68,12,4
68,12,4
68,12,4
68,12,4
69,4,0
69,4,0
69,4,0
69,4,3
71,4,1
71,10,1
71,10,1
71,5,8
72,4,1
72,4,1
72,4,1
72,6,2
72,6,2
74,4,0
74,4,0
74,4,0
74,4,0
74,4,0
74,7,0
74,7,0
74,7,0
74,6,4
74,6,4
74,6,4
74,6,4
75,6,4
75,6,4
75,6,4
75,6,4
75,6,4
76,4,5
76,4,5
76,4,5
76,9,6
77,10,0
77,10,0
77,10,0
77,4,3
77,4,3
77,4,4
77,4,4
77,5,5
77,5,5
77,5,5
77,7,6
77,10,6
77,4,8
77,4,8
78,4,0
78,4,0
78,4,1
78,4,1
78,4,1
78,4,1
78,4,1
78,4,1
78,5,6
78,5,6
78,5,6
78,5,6
78,5,6
78,5,6
78,5,6
78,5,6
79,11,1
79,11,1
79,5,6
79,5,6
79,5,6
79,5,6
79,5,6
79,5,6
79,5,6
79,5,6
79,5,6
82,6,6
84,4,2
