Scenario_ID,Split,WT_Correlation,PV_Correlation,Load_Correlation,Price_Correlation,WT_Mean,PV_Mean,Load_Mean,Price_Mean,Peak_New_Arrivals,Peak_Active_Vehicles,Vehicle_Load_Correlation,Vehicle_Price_Correlation
train_day_0001,train,0.9117431028532522,0.9867181160483409,0.9424503419949563,0.888538323295908,50.04428621656856,19.228835370060917,53.155159945609775,965.6831762741109,22,73,0.606533994264888,0.036507653209756616
train_day_0002,train,0.9239857177686183,0.9757069311384707,0.914442345051399,0.9080849713057382,58.88363881500643,19.50477895792282,49.60426556420765,827.1901706819957,22,66,0.3153373062363203,-0.35063275690706236
train_day_0003,train,0.9149039702274232,0.9693913650555676,0.9575857141180651,0.9260979900667635,45.49282706195189,24.763131251011867,52.85436829645641,928.3470268263367,19,61,0.6653285223026756,-0.11621165099626624
train_day_0004,train,0.9400339233649586,0.9868256997906286,0.890740925014195,0.9219353223355916,57.63992264158253,15.861787463743845,53.15357381873171,931.3671147959641,20,77,0.5636417148061358,-0.16619556354443762
train_day_0005,train,0.9575483516741709,0.9758184419418399,0.9384914316748718,0.8803871119441655,51.39651621099686,17.093806953901975,55.29006529261775,781.6368150117975,22,88,0.43893039183119226,-0.22615429346689842
train_day_0006,train,0.9314034798698512,0.9748521430348183,0.9090553306391068,0.9372599177853158,54.19953819078256,20.060091238471504,51.9581879554666,928.5917001755828,24,80,0.4441254739699381,-0.21626667768335953
train_day_0007,train,0.907408787399873,0.9868827837698999,0.9118779090019152,0.9320639738669618,52.467936884708934,23.22152888223523,52.09527396110559,837.2011315396094,19,65,0.6335608640129384,-0.17562921620412897
train_day_0008,train,0.9290545772231459,0.972773688927238,0.8997848511571364,0.8777324921928849,48.61606072662457,24.75038767940701,57.0323456671519,862.0029757979522,19,85,0.48089164819311936,-0.3142702597008307
train_day_0009,train,0.9024203664559168,0.945884309741985,0.9310500790608172,0.9303282646403905,52.34467338870417,18.1711188726953,55.65648033100666,926.9773439163301,17,82,0.5664467501232605,-0.14243937609992263
train_day_0010,train,0.9573151826072483,0.9956475809446139,0.9162734907603804,0.9051123343863199,57.051448273342395,20.52642238334218,54.46336658051033,862.5965607276203,18,54,0.7523853343006334,0.152349485466208
train_day_0011,train,0.951551080033217,0.9146935280655625,0.9127946950432854,0.9066608480027282,54.454945153616926,13.755883007475296,49.67060622560623,945.732838333531,21,68,0.45534947653141417,-0.1382558149102836
train_day_0012,train,0.9471792760452664,0.9718145865069384,0.8639009312211681,0.9371303563906479,52.37695742012253,26.452766967017535,51.409323732767376,801.3877308723407,22,65,0.41524389077578444,-0.29573892994263007
train_day_0013,train,0.8930610969261001,0.9868096429984751,0.8955980708903453,0.9658252417923698,46.84553625683201,21.997071340466494,50.574355965822406,884.0393727910515,25,64,0.4456435456642419,-0.2252449815063033
train_day_0014,train,0.9592546635103691,0.9668296640706023,0.9522356834753258,0.9077824928621727,57.958475776480746,14.149072597183453,53.18786505759158,849.0595183725654,23,86,0.5454624882358239,-0.2224695882188074
train_day_0015,train,0.904347373018929,0.9682092950186251,0.937515730664936,0.9481627289659313,48.56495208056782,21.118900352312483,53.336848438791584,934.2592169388463,20,70,0.7492137455676261,-0.24291851863204358
train_day_0016,train,0.915252900580532,0.9938312286368777,0.9384755968192541,0.9588779402907556,51.11885486118651,22.136557332556446,50.390592529698715,865.4998525909301,28,102,0.6195503405941631,-0.26896863999229637
train_day_0017,train,0.9447678158442249,0.965654066511359,0.9177737722355523,0.8977565616373575,51.34360385371233,18.374266483870198,52.85463663005146,938.6980730642276,18,69,0.5646868375495765,-0.16131470006319082
train_day_0018,train,0.9345430844795212,0.993661323393448,0.9431116715002937,0.9724758525640457,43.88400527538385,18.293726535700742,51.68504483581626,902.2763460057782,18,76,0.4410844787241488,-0.33766892659352477
train_day_0019,train,0.9319838854886946,0.976321170168295,0.9226115298003789,0.9333479438661618,55.71703156984024,15.7618031706113,55.57278447575874,941.938429390253,21,61,0.4637653308617215,-0.3380852802383585
train_day_0020,train,0.96517256498533,0.9301718730668438,0.8772597001310827,0.8986219162154815,50.406074452824434,20.837251226216388,51.63436209228356,846.5826725158486,24,81,0.19171465046582423,-0.5247188406457738
train_day_0021,train,0.8946389532260629,0.9782109940792213,0.9126893804029379,0.9366593735932482,49.69299260994135,17.057898951176266,56.06719640193774,959.9073035347824,17,67,0.665195967209498,-0.2343002252581079
train_day_0022,train,0.9602189673282432,0.9156014853311168,0.967613822221269,0.8872584142830933,54.868943391629635,16.125486817921615,55.40988790193254,954.460437400127,15,59,0.6064471216562588,-0.004625100326206925
train_day_0023,train,0.9339725489736723,0.9819436147279593,0.972706572273733,0.9475699969158642,58.254208583090026,16.476483324311705,54.968147477321246,938.5100425958793,15,58,0.5161674904483479,-0.33824221653457315
train_day_0024,train,0.9531498193101201,0.9901417227115193,0.8903899607002059,0.9330899189067821,59.57099724647367,19.724656445703207,52.73943439504192,867.7128644006576,21,79,0.5619005066475412,-0.29415517345442344
train_day_0025,train,0.9509341465524532,0.971943931007257,0.912181782887189,0.9468828270402428,49.75065555518385,20.863129574300796,59.28716577804183,872.0416100932222,17,54,0.45064319695745536,-0.3450094695094687
train_day_0026,train,0.9136491615978551,0.9202286815975774,0.879916109603037,0.972120014880508,53.09854095665607,20.956028117256746,54.46753772558666,825.9051739629695,17,68,0.6297253437138344,-0.3537905517731004
train_day_0027,train,0.9617173085461734,0.9428582689482281,0.8961880047863143,0.9219067546300594,59.68654642840064,13.650620086422043,48.8288252440669,942.17049113536,25,74,0.5137506967395447,-0.4656119024078218
train_day_0028,train,0.9210835576897575,0.9643578693112168,0.9241115752085483,0.9299038187095034,47.617715665448685,22.05391973593865,49.35959329384752,937.5646618795869,16,56,0.6384451842554772,-0.02319281865281833
train_day_0029,train,0.9480642803123602,0.9613016310655136,0.9001041403493636,0.881857919415578,53.35004215852914,18.276424624736126,51.97434628327844,888.2011660275856,22,75,0.5282018641741142,-0.24491745638944193
train_day_0030,train,0.9624706571582523,0.9624541532382193,0.9576380399850752,0.9428992125525111,51.02723747991746,18.6966379223683,54.64889029743097,825.9039440961711,22,74,0.5244905591441286,-0.2886298090043689
train_day_0031,train,0.9291206769368179,0.9833353351735541,0.8878084926288027,0.9009264126291741,58.98271204642001,17.59576823659226,50.6866394276169,848.4287905924226,15,61,0.6111526642797724,-0.24324380857598335
train_day_0032,train,0.9256091577104529,0.9786605579099457,0.9082235566738233,0.9393662236826498,44.90151831779423,26.201439551302183,54.61049463531865,831.3032029420488,27,83,0.5601032272466123,-0.24824301367376178
train_day_0033,train,0.902622850594778,0.9648929171515126,0.9115635715879902,0.9466294210174758,51.159652867621425,20.731234999843565,52.169970683944165,965.5364497648021,20,73,0.4063989360739532,-0.2329508333556773
train_day_0034,train,0.9475355127866777,0.9510628905250998,0.9270886752617503,0.8904353957604587,51.57542944353562,14.206260514702166,55.50626800136786,841.8422885961801,15,60,0.5102744437387815,-0.08849896447039632
train_day_0035,train,0.9225534631267,0.9823297308759531,0.9450509937345065,0.9318590632200143,55.8120729355248,18.074329708443177,58.416022022234614,880.2015916521901,20,61,0.5135798258184753,-0.20884607515567813
train_day_0036,train,0.9326841281097148,0.950385965842257,0.9143261321510355,0.9344940006043062,53.0801819103753,13.794297783875527,51.45954012239321,843.8798152701494,17,64,0.6131233141982146,-0.05831063146863238
train_day_0037,train,0.9337758364390838,0.9436517192084288,0.8722994740827608,0.9416090604045441,57.30682955159184,18.71370040283345,52.36859830445592,830.8676609006249,17,62,0.6114043182244356,-0.1781800483632863
train_day_0038,train,0.909672696487567,0.9789087859838314,0.9438487876067846,0.9101964094160762,45.71207341896481,23.34722349694159,56.578317641527654,873.2433580103585,22,73,0.7147552298569615,-0.023684428158015507
train_day_0039,train,0.9329018455805774,0.9710359151159863,0.9437809176080992,0.9515247377864006,53.39651216932648,20.37179434036099,56.14683158100237,824.6687264616849,21,71,0.4556794125798115,-0.3036366028669594
train_day_0040,train,0.8902094791690588,0.9709260156058382,0.9117239728350373,0.8613433877649489,44.305609193360745,22.788967553466847,51.127054021877875,838.9273113936389,25,62,0.6835111635361071,0.01242159654510306
train_day_0041,train,0.956297942105657,0.9608989682980844,0.8724334185664187,0.9211771369686206,47.31242996565333,21.145666489082895,50.97367831488162,787.7019827041076,28,83,0.4161335333723214,-0.2452652587365195
train_day_0042,train,0.961531662726148,0.9759856085956294,0.8638056016253952,0.8982997652956877,54.275584636470874,16.579510809747735,48.094739207090704,889.6348173756186,30,82,0.6102264856601819,-0.139282449758743
train_day_0043,train,0.8865117869013659,0.9015105994764293,0.9099810316014573,0.942760609036971,48.68149321888557,15.2523042761767,51.21002396096122,853.2571935986549,29,66,0.6118780141007466,-0.15653177602292084
train_day_0044,train,0.9627562777325648,0.9740429012082112,0.9630075906647857,0.8685038192873166,58.44910508319194,17.580785137652814,53.08452828443759,794.8692070666738,28,75,0.6477099012306972,-0.008567496397783026
train_day_0045,train,0.9256491488698845,0.9676387157228954,0.9254845455282498,0.9297676964807856,55.08278190646476,15.896348418206202,54.612686349352664,928.6233233054245,23,82,0.6541206034901933,-0.2454741737837972
train_day_0046,train,0.9486184206990006,0.9822164629171838,0.9124908379317307,0.9029957912876664,45.0053624448063,22.553466247432834,54.178646251195765,883.7140756611876,20,66,0.4718688746223709,-0.22038702550419376
train_day_0047,train,0.8800595444473847,0.9177581761345546,0.9347918367404675,0.8588391854808426,49.61991014549606,15.770922886361674,52.20459150609489,910.5541024247287,22,73,0.5775232350758587,0.0595616484141741
train_day_0048,train,0.9235163716418188,0.9786554103814114,0.9332887780736748,0.9160076829098298,54.21999822755578,27.40065620916059,47.167701253976794,857.5025542187744,16,71,0.5791091622764517,-0.25142883815336164
train_day_0049,train,0.9476432802977726,0.9657975538986795,0.9463566260535939,0.9350595704407576,54.144246620659864,17.862233476050797,51.90323485689306,869.7245410716747,17,63,0.635254983060219,-0.12960198040135745
train_day_0050,train,0.9565322541796244,0.969831140187848,0.9498500874327539,0.9258599108381558,49.51756529269601,24.79163691968249,50.320286724816235,843.8636250982318,16,78,0.34278286116367146,-0.22844782784047263
train_day_0051,train,0.9115505279528869,0.959546841753543,0.9611899156662318,0.9754818292099224,56.27701961166205,16.005406174269645,56.791935529847194,973.9023459713472,18,72,0.4784350992073142,-0.22018280066194654
train_day_0052,train,0.9500006432041315,0.9891616218509475,0.8849505182776268,0.92666704334672,49.784371884163086,18.004873743952086,57.51636547130004,865.2208351602867,19,71,0.6330673005523949,-0.06381002871819091
train_day_0053,train,0.9462561958167928,0.9712261873127466,0.9684005683198956,0.9239116972693286,48.72889934696161,26.148827666113288,55.277592856957405,823.888763988641,24,70,0.5823531541688018,-0.1735798297347234
train_day_0054,train,0.9344386812470091,0.9199164663923135,0.9281650293996156,0.9171720129546254,56.86469853118667,17.45798075760358,49.93025378854687,858.1077202695691,27,77,0.5151840176447113,-0.42320626106283865
train_day_0055,train,0.9502645426178274,0.9789547273589013,0.9385890237935739,0.935523590772733,44.395205148592225,25.55374948261279,47.36370160229865,874.7131707781313,22,71,0.43085024224924473,-0.3070494797789722
train_day_0056,train,0.9610687047368836,0.9780045242650853,0.8852797640395712,0.892986766623417,55.72229503716815,22.150491853043473,52.56705980888314,875.0213851634626,21,68,0.6954075280803538,0.06549046322039306
train_day_0057,train,0.9144794879521105,0.9417050931929966,0.9068665654860139,0.8825488126073684,49.23890885476964,18.939870487860123,51.159745270639554,818.790330108273,26,68,0.43865412332655335,-0.21899996845244196
