Time_slot,Clock_time,New_arrivals,Active_vehicles,PV_raw,WT_raw,Load_raw,Price_raw,PV_norm,WT_norm,Load_norm,Price_norm,Price_t_plus_1_norm,Price_t_plus_2_norm,Price_t_plus_3_norm,Price_t_plus_4_norm,Price_t_plus_5_norm,Active_station_0,Active_station_1,Active_station_2,Active_station_3,Active_station_4,Active_station_5,Active_station_6,Active_station_7,Active_station_8
0,00:00,0,0,0.0,0.0,76.58761141,1139.40247218,0.0,0.0,0.76587611,0.77680763,0.69876053,0.67829645,0.6330423,0.6793379,0.62732507,0,0,0,0,0,0,0,0,0
1,00:15,0,0,0.0,32.55133078,82.21656519,1047.46010589,0.0,0.32551331,0.82216565,0.69876053,0.67829645,0.6330423,0.6793379,0.62732507,0.77425513,0,0,0,0,0,0,0,0,0
2,00:30,0,0,0.0,43.21386688,79.67831001,1023.35266044,0.0,0.43213867,0.7967831,0.67829645,0.6330423,0.6793379,0.62732507,0.77425513,0.65006029,0,0,0,0,0,0,0,0,0
3,00:45,0,0,0.0,19.34591813,27.44499986,970.04159966,0.0,0.19345918,0.27445,0.6330423,0.6793379,0.62732507,0.77425513,0.65006029,0.62778544,0,0,0,0,0,0,0,0,0
4,01:00,0,0,0.0,33.24087223,46.86673463,1024.57952771,0.0,0.33240872,0.46866735,0.6793379,0.62732507,0.77425513,0.65006029,0.62778544,0.65260465,0,0,0,0,0,0,0,0,0
5,01:15,0,0,0.0,35.19260521,26.05283832,963.30648921,0.0,0.35192605,0.26052838,0.62732507,0.77425513,0.65006029,0.62778544,0.65260465,0.59640949,0,0,0,0,0,0,0,0,0
6,01:30,0,0,0.0,10.10921089,37.8655189,1136.39552904,0.0,0.10109211,0.37865519,0.77425513,0.65006029,0.62778544,0.65260465,0.59640949,0.69338007,0,0,0,0,0,0,0,0,0
7,01:45,0,0,0.0,28.21437948,29.64983038,990.08942155,0.0,0.28214379,0.2964983,0.65006029,0.62778544,0.65260465,0.59640949,0.69338007,0.65981327,0,0,0,0,0,0,0,0,0
8,02:00,0,0,1.9042189,0.0,0.0,963.84882828,0.01904219,0.0,0.0,0.62778544,0.65260465,0.59640949,0.69338007,0.65981327,0.73470051,0,0,0,0,0,0,0,0,0
9,02:15,0,0,0.0,11.28234382,23.09967604,993.08676829,0.0,0.11282344,0.23099676,0.65260465,0.59640949,0.69338007,0.65981327,0.73470051,0.73646932,0,0,0,0,0,0,0,0,0
10,02:30,0,0,0.0,4.50308254,0.0,926.88679481,0.0,0.04503083,0.0,0.59640949,0.69338007,0.65981327,0.73470051,0.73646932,0.68383585,0,0,0,0,0,0,0,0,0
11,02:45,0,0,3.05790537,0.0,16.72462123,1041.12171957,0.03057905,0.0,0.16724621,0.69338007,0.65981327,0.73470051,0.73646932,0.68383585,0.64622859,0,0,0,0,0,0,0,0,0
12,03:00,0,0,0.0,11.21998098,12.74021639,1001.57879083,0.0,0.11219981,0.12740216,0.65981327,0.73470051,0.73646932,0.68383585,0.64622859,0.62947524,0,0,0,0,0,0,0,0,0
13,03:15,0,0,0.0,5.35249657,25.80976237,1089.798725,0.0,0.05352497,0.25809762,0.73470051,0.73646932,0.68383585,0.64622859,0.62947524,0.70195349,0,0,0,0,0,0,0,0,0
14,03:30,2,2,0.0,35.13158972,62.33900085,1091.88245431,0.0,0.3513159,0.62339001,0.73646932,0.68383585,0.64622859,0.62947524,0.70195349,0.57806595,2,0,0,0,0,0,0,0,0
15,03:45,0,2,0.0,25.38751127,33.80662074,1029.87828041,0.0,0.25387511,0.33806621,0.68383585,0.64622859,0.62947524,0.70195349,0.57806595,0.60964193,2,0,0,0,0,0,0,0,0
16,04:00,0,2,11.02775362,30.39692882,57.16845725,985.57553916,0.11027754,0.30396929,0.57168457,0.64622859,0.62947524,0.70195349,0.57806595,0.60964193,0.56256671,2,0,0,0,0,0,0,0,0
17,04:15,0,2,14.19756679,0.0,18.7214911,965.83946788,0.14197567,0.0,0.18721491,0.62947524,0.70195349,0.57806595,0.60964193,0.56256671,0.44328956,2,0,0,0,0,0,0,0,0
18,04:30,0,2,12.83405897,0.0,53.72846438,1051.22153075,0.12834059,0.0,0.53728464,0.70195349,0.57806595,0.60964193,0.56256671,0.44328956,0.40133376,2,0,0,0,0,0,0,0,0
19,04:45,0,2,9.40388217,15.01188227,40.37812729,905.27743498,0.09403882,0.15011882,0.40378127,0.57806595,0.60964193,0.56256671,0.44328956,0.40133376,0.52776821,2,0,0,0,0,0,0,0,0
20,05:00,0,2,4.87310146,0.0,27.77930201,942.47509928,0.04873101,0.0,0.27779302,0.60964193,0.56256671,0.44328956,0.40133376,0.52776821,0.62533416,2,0,0,0,0,0,0,0,0
21,05:15,0,2,23.6993339,12.34291445,57.01705209,887.01875593,0.23699334,0.12342914,0.57017052,0.56256671,0.44328956,0.40133376,0.52776821,0.62533416,0.48050662,2,0,0,0,0,0,0,0,0
22,05:30,0,2,28.08273136,2.59547483,7.91241416,746.5058666,0.28082731,0.02595475,0.07912414,0.44328956,0.40133376,0.52776821,0.62533416,0.48050662,0.40508666,2,0,0,0,0,0,0,0,0
23,05:45,0,2,35.60664504,54.01397443,56.67365654,697.08038597,0.35606645,0.54013974,0.56673657,0.40133376,0.52776821,0.62533416,0.48050662,0.40508666,0.19721895,2,0,0,0,0,0,0,0,0
24,06:00,0,2,42.76097151,4.59723656,52.90690739,846.02483476,0.42760972,0.04597237,0.52906907,0.52776821,0.62533416,0.48050662,0.40508666,0.19721895,0.43036428,2,0,0,0,0,0,0,0,0
25,06:15,0,0,15.57371279,23.46905516,65.20314669,960.96113218,0.15573713,0.23469055,0.65203147,0.62533416,0.48050662,0.40508666,0.19721895,0.43036428,0.17568446,0,0,0,0,0,0,0,0,0
26,06:30,0,0,26.64421171,18.59243608,21.6784813,790.34893653,0.26644212,0.18592436,0.21678481,0.48050662,0.40508666,0.19721895,0.43036428,0.17568446,0.27023383,0,0,0,0,0,0,0,0,0
27,06:45,0,0,67.37868668,32.31620725,48.29701744,701.50143651,0.67378687,0.32316207,0.48297017,0.40508666,0.19721895,0.43036428,0.17568446,0.27023383,0.23273237,0,0,0,0,0,0,0,0,0
28,07:00,0,0,66.39949169,68.73449756,9.47676838,456.62559656,0.66399492,0.68734498,0.09476768,0.19721895,0.43036428,0.17568446,0.27023383,0.23273237,0.46679363,0,0,0,0,0,0,0,0,0
29,07:15,0,0,58.29940087,46.45250349,62.3378921,731.27940384,0.58299401,0.46452503,0.62337892,0.43036428,0.17568446,0.27023383,0.23273237,0.46679363,0.27565149,0,0,0,0,0,0,0,0,0
30,07:30,0,0,84.10242412,51.33750348,1.31991261,431.25716887,0.84102424,0.51337503,0.01319913,0.17568446,0.27023383,0.23273237,0.46679363,0.27565149,0.2281018,0,0,0,0,0,0,0,0,0
31,07:45,0,0,89.04751393,30.33994943,16.10406512,542.63981606,0.89047514,0.30339949,0.16104065,0.27023383,0.23273237,0.46679363,0.27565149,0.2281018,0.36448291,0,0,0,0,0,0,0,0,0
32,08:00,0,0,100.0,37.59564157,32.51583616,498.46171316,1.0,0.37595642,0.32515836,0.23273237,0.46679363,0.27565149,0.2281018,0.36448291,0.0,0,0,0,0,0,0,0,0,0
