Time_slot,Clock_time,New_arrivals,Active_vehicles,PV_raw,WT_raw,Load_raw,Price_raw,PV_norm,WT_norm,Load_norm,Price_norm,Price_t_plus_1_norm,Price_t_plus_2_norm,Price_t_plus_3_norm,Price_t_plus_4_norm,Price_t_plus_5_norm,Active_station_0,Active_station_1,Active_station_2,Active_station_3,Active_station_4,Active_station_5,Active_station_6,Active_station_7,Active_station_8
0,00:00,0,0,0.0,0.0,47.89878711,1277.10329094,0.0,0.0,0.47898787,0.88411646,0.8120391,0.77020193,0.68700789,0.70533453,0.61974444,0,0,0,0,0,0,0,0,0
1,00:15,0,0,0.0,5.89524588,58.48711498,1189.92276593,0.0,0.05895246,0.58487115,0.8120391,0.77020193,0.68700789,0.70533453,0.61974444,0.72969341,0,0,0,0,0,0,0,0,0
2,00:30,0,0,0.0,12.1568664,60.57025435,1139.31899977,0.0,0.12156866,0.60570254,0.77020193,0.68700789,0.70533453,0.61974444,0.72969341,0.5957119,0,0,0,0,0,0,0,0,0
3,00:45,0,0,0.0,0.0,18.76502367,1038.69240009,0.0,0.0,0.18765024,0.68700789,0.70533453,0.61974444,0.72969341,0.5957119,0.55350956,0,0,0,0,0,0,0,0,0
4,01:00,0,0,0.0,3.87346231,40.01324771,1060.85921753,0.0,0.03873462,0.40013248,0.70533453,0.61974444,0.72969341,0.5957119,0.55350956,0.60441347,0,0,0,0,0,0,0,0,0
5,01:15,0,0,0.0,7.010307,24.81655497,957.33449942,0.0,0.07010307,0.24816555,0.61974444,0.72969341,0.5957119,0.55350956,0.60441347,0.52932067,0,0,0,0,0,0,0,0,0
6,01:30,0,0,0.0,0.0,36.81720702,1090.32228168,0.0,0.0,0.36817207,0.72969341,0.5957119,0.55350956,0.60441347,0.52932067,0.61673826,0,0,0,0,0,0,0,0,0
7,01:45,0,0,0.0,7.86972572,32.69796493,928.26616106,0.0,0.07869726,0.32697965,0.5957119,0.55350956,0.60441347,0.52932067,0.61673826,0.5877504,0,0,0,0,0,0,0,0,0
8,02:00,0,0,2.60126102,0.0,0.0,877.22070195,0.02601261,0.0,0.0,0.55350956,0.60441347,0.52932067,0.61673826,0.5877504,0.65365921,0,0,0,0,0,0,0,0,0
9,02:15,0,0,0.0,0.0,28.22236798,938.79105775,0.0,0.0,0.28222368,0.60441347,0.52932067,0.61673826,0.5877504,0.65365921,0.6597972,0,0,0,0,0,0,0,0,0
10,02:30,0,0,0.0,0.0,0.0,847.96323739,0.0,0.0,0.0,0.52932067,0.61673826,0.5877504,0.65365921,0.6597972,0.60819893,0,0,0,0,0,0,0,0,0
11,02:45,0,0,3.28884632,0.0,11.91817721,953.69839815,0.03288846,0.0,0.11918177,0.61673826,0.5877504,0.65365921,0.6597972,0.60819893,0.58160654,0,0,0,0,0,0,0,0,0
12,03:00,0,0,0.0,0.0,1.96788231,918.63639319,0.0,0.0,0.01967882,0.5877504,0.65365921,0.6597972,0.60819893,0.58160654,0.58852223,0,0,0,0,0,0,0,0,0
13,03:15,0,0,0.0,0.0,7.27267857,998.35580565,0.0,0.0,0.07272679,0.65365921,0.6597972,0.60819893,0.58160654,0.58852223,0.67195197,0,0,0,0,0,0,0,0,0
14,03:30,2,2,0.0,16.08873268,36.63270813,1005.77995189,0.0,0.16088733,0.36632708,0.6597972,0.60819893,0.58160654,0.58852223,0.67195197,0.55423543,0,0,0,0,0,0,0,0,2
15,03:45,2,4,0.0,12.4755891,8.75116899,943.36973366,0.0,0.12475589,0.08751169,0.60819893,0.58160654,0.58852223,0.67195197,0.55423543,0.60116955,0,0,0,2,0,0,0,0,2
16,04:00,0,4,9.51058303,23.13686751,33.70808594,911.20514539,0.09510583,0.23136868,0.33708086,0.58160654,0.58852223,0.67195197,0.55423543,0.60116955,0.57665776,0,0,0,2,0,0,0,0,2
17,04:15,0,4,12.27279578,0.0,5.25277498,919.56995269,0.12272796,0.0,0.05252775,0.58852223,0.67195197,0.55423543,0.60116955,0.57665776,0.48110479,0,0,0,2,0,0,0,0,2
18,04:30,0,2,11.1784991,0.0,42.90184398,1020.48164169,0.11178499,0.0,0.42901844,0.67195197,0.55423543,0.60116955,0.57665776,0.48110479,0.44564414,0,0,0,2,0,0,0,0,0
19,04:45,0,0,7.58037824,13.29515745,35.0317159,878.09866441,0.07580378,0.13295157,0.35031716,0.55423543,0.60116955,0.57665776,0.48110479,0.44564414,0.60082541,0,0,0,0,0,0,0,0,0
20,05:00,0,0,3.87926666,5.33144251,28.61841386,934.86740185,0.03879267,0.05331443,0.28618414,0.60116955,0.57665776,0.48110479,0.44564414,0.60082541,0.71589647,0,0,0,0,0,0,0,0,0
21,05:15,0,0,17.64911867,22.73779015,58.13941885,905.2193969,0.17649119,0.2273779,0.58139419,0.57665776,0.48110479,0.44564414,0.60082541,0.71589647,0.62467617,0,0,0,0,0,0,0,0,0
22,05:30,0,0,19.00863592,25.47899499,6.20588106,789.64416283,0.19008636,0.25478995,0.06205881,0.48110479,0.44564414,0.60082541,0.71589647,0.62467617,0.57198787,0,0,0,0,0,0,0,0,0
23,05:45,0,0,21.46000718,74.1267159,42.17370042,746.75305097,0.21460007,0.74126716,0.421737,0.44564414,0.60082541,0.71589647,0.62467617,0.57198787,0.41616117,0,0,0,0,0,0,0,0,0
24,06:00,0,0,21.6128103,34.94546914,30.99924155,934.45115752,0.2161281,0.34945469,0.30999242,0.60082541,0.71589647,0.62467617,0.57198787,0.41616117,0.6331692,0,0,0,0,0,0,0,0,0
25,06:15,0,0,6.67740755,39.105284,35.27755571,1073.63432495,0.06677408,0.39105284,0.35277556,0.71589647,0.62467617,0.57198787,0.41616117,0.6331692,0.40070777,0,0,0,0,0,0,0,0,0
26,06:30,0,0,10.08162011,21.20128801,0.0,963.29962946,0.1008162,0.21201288,0.0,0.62467617,0.57198787,0.41616117,0.6331692,0.40070777,0.48351973,0,0,0,0,0,0,0,0,0
27,06:45,0,0,24.67014032,14.16069734,20.45144632,899.57097529,0.2467014,0.14160697,0.20451446,0.57198787,0.41616117,0.6331692,0.40070777,0.48351973,0.40459872,0,0,0,0,0,0,0,0,0
28,07:00,0,0,23.59523479,31.46042668,0.0,711.09219504,0.23595235,0.31460427,0.0,0.41616117,0.6331692,0.40070777,0.48351973,0.40459872,0.57488016,0,0,0,0,0,0,0,0,0
29,07:15,0,0,20.46520241,5.49316317,48.28310403,973.5722997,0.20465202,0.05493163,0.48283104,0.6331692,0.40070777,0.48351973,0.40459872,0.57488016,0.35104551,0,0,0,0,0,0,0,0,0
30,07:30,0,0,31.31321204,15.06451829,0.0,692.40067254,0.31313212,0.15064518,0.0,0.40070777,0.48351973,0.40459872,0.57488016,0.35104551,0.27803507,0,0,0,0,0,0,0,0,0
31,07:45,4,4,33.83711162,9.51264924,16.87950291,792.56512879,0.33837112,0.09512649,0.16879503,0.48351973,0.40459872,0.57488016,0.35104551,0.27803507,0.37517881,0,0,0,0,0,0,0,0,4
32,08:00,4,8,49.65215997,27.99625727,31.02477746,697.10693648,0.4965216,0.27996257,0.31024777,0.40459872,0.57488016,0.35104551,0.27803507,0.37517881,0.0,0,4,0,0,0,0,0,0,4
33,08:15,2,10,21.21435983,36.34096687,34.70097003,903.06931767,0.2121436,0.36340967,0.3470097,0.57488016,0.35104551,0.27803507,0.37517881,0.0,0.35307231,0,4,0,0,0,0,2,0,4
34,08:30,9,19,59.70269578,48.21987274,33.30871515,632.33212487,0.59702696,0.48219873,0.33308715,0.35104551,0.27803507,0.37517881,0.0,0.35307231,0.43668964,0,4,0,2,0,0,5,4,4
35,08:45,5,24,41.2860015,70.22805389,7.53938655,544.02301271,0.41286002,0.70228054,0.07539387,0.27803507,0.37517881,0.0,0.35307231,0.43668964,0.47653492,0,8,0,3,0,0,5,4,4
36,09:00,18,38,28.35829902,66.55507254,21.50477057,661.52235198,0.28358299,0.66555073,0.21504771,0.37517881,0.0,0.35307231,0.43668964,0.47653492,0.31640537,0,8,13,8,0,0,5,4,0
37,09:15,11,47,74.50264998,75.08539739,24.55378136,207.72819964,0.7450265,0.75085397,0.24553781,0.0,0.35307231,0.43668964,0.47653492,0.31640537,0.53408574,4,9,16,8,0,0,3,7,0
38,09:30,7,41,67.55225958,37.90710656,53.02711843,634.78363348,0.6755226,0.37907107,0.53027118,0.35307231,0.43668964,0.47653492,0.31640537,0.53408574,0.57426725,4,9,16,6,0,0,0,6,0
39,09:45,0,37,58.30262632,29.53750182,51.0278337,735.92221171,0.58302626,0.29537502,0.51027834,0.43668964,0.47653492,0.31640537,0.53408574,0.57426725,0.62094085,4,5,16,6,0,0,0,6,0
40,10:00,5,42,46.70356946,70.20810692,92.09872748,784.11671538,0.46703569,0.70208107,0.92098727,0.47653492,0.31640537,0.53408574,0.57426725,0.62094085,0.63198416,4,5,16,11,0,0,0,6,0
41,10:15,4,39,69.60560128,71.59509474,59.32639225,590.43346182,0.69605601,0.71595095,0.59326392,0.31640537,0.53408574,0.57426725,0.62094085,0.63198416,0.69791953,4,5,13,11,0,0,0,6,0
42,10:30,9,41,50.8422271,72.63609971,90.50854322,853.72679428,0.50842227,0.726361,0.90508543,0.53408574,0.57426725,0.62094085,0.63198416,0.69791953,0.59367079,9,1,17,11,0,0,0,3,0
43,10:45,9,50,56.49497313,38.17717041,55.96586506,902.32797607,0.56494973,0.3817717,0.55965865,0.57426725,0.62094085,0.63198416,0.69791953,0.59367079,0.55695575,9,3,21,11,0,3,0,3,0
44,11:00,9,53,17.37199,99.29594556,89.4122361,958.78160371,0.1737199,0.99295946,0.89412236,0.62094085,0.63198416,0.69791953,0.59367079,0.55695575,0.47002777,9,5,18,11,3,4,0,3,0
45,11:15,8,53,25.58016386,88.82579945,86.00921818,972.13894302,0.25580164,0.88825799,0.86009218,0.63198416,0.69791953,0.59367079,0.55695575,0.47002777,0.71031399,5,9,14,11,3,4,2,3,2
46,11:30,7,57,27.02086896,72.27958665,95.63801939,1051.89047235,0.27020869,0.72279587,0.95638019,0.69791953,0.59367079,0.55695575,0.47002777,0.71031399,0.68218057,6,8,16,11,7,4,2,1,2
47,11:45,1,39,43.90628325,44.27126788,49.52131619,925.79735497,0.43906283,0.44271268,0.49521316,0.59367079,0.55695575,0.47002777,0.71031399,0.68218057,0.60205958,2,6,9,10,7,1,2,0,2
48,12:00,15,43,22.50279286,83.78599336,59.97092334,881.3890005,0.22502793,0.83785993,0.59970923,0.55695575,0.47002777,0.71031399,0.68218057,0.60205958,0.49984377,2,4,9,7,4,0,6,5,6
49,12:15,10,49,40.4931965,87.13103312,62.6367654,776.24605115,0.40493196,0.87131033,0.62636765,0.47002777,0.71031399,0.68218057,0.60205958,0.49984377,0.51297404,2,3,9,7,4,5,8,5,6
50,12:30,12,56,12.24190958,54.76525179,58.43633698,1066.88208247,0.1224191,0.54765252,0.58436337,0.71031399,0.68218057,0.60205958,0.49984377,0.51297404,0.71981791,9,7,7,7,4,5,6,5,6
51,12:45,8,56,36.37633718,60.36442971,88.13155194,1032.85355765,0.36376337,0.6036443,0.88131552,0.68218057,0.60205958,0.49984377,0.51297404,0.71981791,0.68881665,11,11,4,2,6,5,6,5,6
52,13:00,6,56,6.69158343,100.0,63.50258204,935.94393871,0.06691583,1.0,0.63502582,0.60205958,0.49984377,0.51297404,0.71981791,0.68881665,0.46564073,12,11,4,3,6,5,9,0,6
53,13:15,4,52,33.2350675,100.0,68.05189322,812.30972451,0.33235068,1.0,0.68051893,0.49984377,0.51297404,0.71981791,0.68881665,0.46564073,0.42993564,12,11,4,5,2,5,9,0,4
54,13:30,6,43,41.20536196,100.0,87.65859415,828.19131932,0.41205362,1.0,0.87658594,0.51297404,0.71981791,0.68881665,0.46564073,0.42993564,0.69258839,9,8,3,5,2,0,9,3,4
55,13:45,8,37,15.75788838,84.89030689,99.02261506,1078.37745705,0.15757888,0.84890307,0.99022615,0.71981791,0.68881665,0.46564073,0.42993564,0.69258839,0.36087571,7,0,5,5,0,3,10,3,4
56,14:00,5,36,27.56474682,68.83133224,98.46056974,1040.88016782,0.27564747,0.68831332,0.9846057,0.68881665,0.46564073,0.42993564,0.69258839,0.36087571,0.39690381,5,0,5,4,1,3,7,3,8
57,14:15,11,47,28.2276536,82.4748265,53.91850448,770.9397453,0.28227654,0.82474827,0.53918504,0.46564073,0.42993564,0.69258839,0.36087571,0.39690381,0.42363017,5,3,5,9,4,3,7,3,8
58,14:30,1,35,41.06591836,59.84925564,42.85913381,727.7529769,0.41065918,0.59849256,0.42859134,0.42993564,0.69258839,0.36087571,0.39690381,0.42363017,0.50949659,0,3,5,6,4,3,7,3,4
59,14:45,5,22,11.42225253,52.38158087,96.67192114,1045.44224139,0.11422253,0.52381581,0.96671921,0.69258839,0.36087571,0.39690381,0.42363017,0.50949659,0.46510179,0,3,3,8,4,0,0,0,4
60,15:00,7,24,43.1747397,56.63473595,26.87188114,644.2221551,0.4317474,0.56634736,0.26871881,0.36087571,0.39690381,0.42363017,0.50949659,0.46510179,0.49932736,0,3,3,13,4,0,0,0,1
61,15:15,12,36,37.38309268,86.2760592,60.68778406,687.79961857,0.37383093,0.86276059,0.60687784,0.39690381,0.42363017,0.50949659,0.46510179,0.49932736,0.41957755,0,3,3,13,9,1,0,2,5
62,15:30,7,36,21.60635276,92.68505584,46.79586085,720.1262471,0.21606353,0.92685056,0.46795861,0.42363017,0.50949659,0.46510179,0.49932736,0.41957755,0.39985572,3,2,3,7,9,1,0,6,5
63,15:45,5,36,21.73771115,84.96339572,60.33222788,823.98520311,0.21737711,0.84963396,0.60332228,0.50949659,0.46510179,0.49932736,0.41957755,0.39985572,0.62645833,3,0,3,7,6,1,0,6,10
64,16:00,1,31,7.28730971,71.51797863,12.09626202,770.28787068,0.0728731,0.71517979,0.12096262,0.46510179,0.49932736,0.41957755,0.39985572,0.62645833,0.52566474,3,0,4,2,6,1,0,6,9
65,16:15,9,38,7.16293043,79.99795745,49.9548839,811.68510408,0.0716293,0.79997957,0.49954884,0.49932736,0.41957755,0.39985572,0.62645833,0.52566474,0.53333894,3,5,4,2,6,1,4,4,9
66,16:30,7,36,2.58321941,64.14998483,14.43574487,715.22444151,0.02583219,0.64149985,0.14435745,0.41957755,0.39985572,0.62645833,0.52566474,0.53333894,0.48072812,0,12,4,0,6,1,4,0,9
67,16:45,7,39,0.0,60.63906107,22.12369516,691.3700773,0.0,0.60639061,0.22123695,0.39985572,0.62645833,0.52566474,0.53333894,0.48072812,0.75464128,0,16,1,0,6,3,4,0,9
68,17:00,5,35,0.0,36.08873718,79.40861566,965.45522589,0.0,0.36088737,0.79408616,0.62645833,0.52566474,0.53333894,0.48072812,0.75464128,0.70230851,3,16,1,0,8,3,4,0,0
69,17:15,7,33,7.23411394,57.66794885,83.55529491,843.54124994,0.07234114,0.57667949,0.83555295,0.52566474,0.53333894,0.48072812,0.75464128,0.70230851,0.7724702,9,11,1,1,8,3,0,0,0
70,17:30,0,26,0.0,67.41474795,65.9468868,852.8235017,0.0,0.67414748,0.65946887,0.53333894,0.48072812,0.75464128,0.70230851,0.7724702,0.6889609,9,6,0,1,7,3,0,0,0
71,17:45,6,27,4.51970579,71.76917093,40.43447708,789.18856339,0.04519706,0.71769171,0.40434477,0.48072812,0.75464128,0.70230851,0.7724702,0.6889609,0.8005632,9,7,0,1,7,0,0,0,3
72,18:00,4,21,0.0,66.39241575,99.139484,1120.49775006,0.0,0.66392416,0.99139484,0.75464128,0.70230851,0.7724702,0.6889609,0.8005632,0.87138868,6,6,1,1,2,0,2,0,3
73,18:15,0,14,0.0,97.50661243,100.0,1057.19912527,0.0,0.97506612,1.0,0.70230851,0.7724702,0.6889609,0.8005632,0.87138868,0.75285196,0,6,1,0,2,0,2,0,3
74,18:30,6,20,0.0,75.96943132,89.3851178,1142.06256212,0.0,0.75969431,0.89385118,0.7724702,0.6889609,0.8005632,0.87138868,0.75285196,0.80081716,3,6,1,0,5,0,2,0,3
75,18:45,5,23,0.0,92.12307405,79.91034461,1041.05464644,0.0,0.92123074,0.79910345,0.6889609,0.8005632,0.87138868,0.75285196,0.80081716,0.80819987,3,4,1,0,10,0,2,0,3
76,19:00,3,18,0.0,100.0,85.72966888,1176.04219587,0.0,1.0,0.85729669,0.8005632,0.87138868,0.75285196,0.80081716,0.80819987,0.83104913,3,1,1,0,10,1,2,0,0
77,19:15,21,39,0.0,100.0,99.62856263,1261.70851655,0.0,1.0,0.99628563,0.87138868,0.75285196,0.80081716,0.80819987,0.83104913,1.0,4,1,1,2,15,5,9,0,2
78,19:30,10,48,0.0,100.0,62.35994994,1118.33350255,0.0,1.0,0.6235995,0.75285196,0.80081716,0.80819987,0.83104913,1.0,0.97308676,4,9,0,2,15,5,11,0,2
79,19:45,3,51,0.0,91.72787764,90.50597126,1176.349369,0.0,0.91727878,0.90505971,0.80081716,0.80819987,0.83104913,1.0,0.97308676,0.94229885,4,11,0,2,15,5,12,0,2
80,20:00,5,50,0.0,94.47051124,70.21634446,1185.27905931,0.0,0.94470511,0.70216344,0.80819987,0.83104913,1.0,0.97308676,0.94229885,0.80483502,4,11,0,2,10,4,12,5,2
81,20:15,0,32,0.0,79.03229705,71.76846194,1212.91618598,0.0,0.79032297,0.71768462,0.83104913,1.0,0.97308676,0.94229885,0.80483502,0.72192448,1,10,0,0,0,4,12,5,0
82,20:30,4,24,0.0,57.54531793,85.05835564,1417.26918191,0.0,0.57545318,0.85058356,1.0,0.97308676,0.94229885,0.80483502,0.72192448,0.81914991,1,2,0,0,0,0,16,5,0
83,20:45,3,25,0.0,73.0906738,84.06098632,1384.71651543,0.0,0.73090674,0.84060986,0.97308676,0.94229885,0.80483502,0.72192448,0.81914991,0.808654,1,2,0,0,0,0,17,5,0
84,21:00,0,17,0.0,70.2631397,68.7487811,1347.47728122,0.0,0.7026314,0.68748781,0.94229885,0.80483502,0.72192448,0.81914991,0.808654,0.59323174,1,2,0,0,0,0,14,0,0
85,21:15,0,15,0.0,50.08739452,69.88154385,1181.20914556,0.0,0.50087395,0.69881544,0.80483502,0.72192448,0.81914991,0.808654,0.59323174,0.53521365,1,2,0,0,0,0,12,0,0
86,21:30,0,15,0.0,75.18611235,50.98493444,1080.92544596,0.0,0.75186112,0.50984934,0.72192448,0.81914991,0.808654,0.59323174,0.53521365,0.68376499,1,2,0,0,0,0,12,0,0
87,21:45,0,6,0.0,91.79876264,91.98779824,1198.52358599,0.0,0.91798763,0.91987798,0.81914991,0.808654,0.59323174,0.53521365,0.68376499,0.67292254,0,2,0,0,0,0,4,0,0
88,22:00,0,2,0.0,54.10425461,79.79254023,1185.82835774,0.0,0.54104255,0.7979254,0.808654,0.59323174,0.53521365,0.68376499,0.67292254,0.8111987,0,2,0,0,0,0,0,0,0
89,22:15,0,2,0.0,75.55300259,77.81894576,925.26629976,0.0,0.75553003,0.77818946,0.59323174,0.53521365,0.68376499,0.67292254,0.8111987,0.7784946,0,2,0,0,0,0,0,0,0
