Time_slot,Clock_time,New_arrivals,Active_vehicles,PV_raw,WT_raw,Load_raw,Price_raw,PV_norm,WT_norm,Load_norm,Price_norm,Price_t_plus_1_norm,Price_t_plus_2_norm,Price_t_plus_3_norm,Price_t_plus_4_norm,Price_t_plus_5_norm,Active_station_0,Active_station_1,Active_station_2,Active_station_3,Active_station_4,Active_station_5,Active_station_6,Active_station_7,Active_station_8
0,00:00,0,0,0.0,12.1806698,24.35806324,874.46996429,0.0,0.1218067,0.24358063,0.6445598,0.60372715,0.61929066,0.62242661,0.69153633,0.66588635,0,0,0,0,0,0,0,0,0
1,00:15,0,0,0.0,34.79004512,34.03630422,831.75103024,0.0,0.34790045,0.34036304,0.60372715,0.61929066,0.62242661,0.69153633,0.66588635,0.80268936,0,0,0,0,0,0,0,0,0
2,00:30,0,0,0.0,41.42345604,40.04645133,848.03350605,0.0,0.41423456,0.40046451,0.61929066,0.62242661,0.69153633,0.66588635,0.80268936,0.6833229,0,0,0,0,0,0,0,0,0
3,00:45,0,0,0.0,19.51120774,6.89484378,851.31432379,0.0,0.19511208,0.06894844,0.62242661,0.69153633,0.66588635,0.80268936,0.6833229,0.63514824,0,0,0,0,0,0,0,0,0
4,01:00,0,0,0.0,29.15702011,33.70204007,923.61661521,0.0,0.2915702,0.3370204,0.69153633,0.66588635,0.80268936,0.6833229,0.63514824,0.65307006,0,0,0,0,0,0,0,0,0
5,01:15,0,0,0.0,31.71389204,26.38958808,896.78171229,0.0,0.31713892,0.26389588,0.66588635,0.80268936,0.6833229,0.63514824,0.65307006,0.55650178,0,0,0,0,0,0,0,0,0
6,01:30,0,0,0.0,14.7688997,43.59205216,1039.90442995,0.0,0.147689,0.43592052,0.80268936,0.6833229,0.63514824,0.65307006,0.55650178,0.63406283,0,0,0,0,0,0,0,0,0
7,01:45,0,0,0.0,35.14598478,42.33804259,915.02375357,0.0,0.35145985,0.42338043,0.6833229,0.63514824,0.65307006,0.55650178,0.63406283,0.56267504,0,0,0,0,0,0,0,0,0
8,02:00,0,0,2.36395914,9.86831307,8.76847011,864.62363154,0.02363959,0.09868313,0.0876847,0.63514824,0.65307006,0.55650178,0.63406283,0.56267504,0.60190298,0,0,0,0,0,0,0,0,0
9,02:15,0,0,0.0,22.34966646,38.51708295,883.37336522,0.0,0.22349666,0.38517083,0.65307006,0.55650178,0.63406283,0.56267504,0.60190298,0.55332531,0,0,0,0,0,0,0,0,0
10,02:30,0,0,0.0,17.34529477,5.1998988,782.34405275,0.0,0.17345295,0.05199899,0.55650178,0.63406283,0.56267504,0.60190298,0.55332531,0.49236031,0,0,0,0,0,0,0,0,0
11,02:45,0,0,3.05750714,1.48706117,21.56647164,863.48808163,0.03057507,0.01487061,0.21566472,0.63406283,0.56267504,0.60190298,0.55332531,0.49236031,0.42587575,0,0,0,0,0,0,0,0,0
12,03:00,0,0,0.0,13.26366752,11.61733269,788.80248637,0.0,0.13263668,0.11617333,0.56267504,0.60190298,0.55332531,0.49236031,0.42587575,0.46658199,0,0,0,0,0,0,0,0,0
13,03:15,0,0,0.0,8.87088131,15.57634524,829.8425885,0.0,0.08870881,0.15576345,0.60190298,0.55332531,0.49236031,0.42587575,0.46658199,0.50013917,0,0,0,0,0,0,0,0,0
14,03:30,0,0,0.0,41.87326237,40.17140461,779.0208463,0.0,0.41873262,0.40171405,0.55332531,0.49236031,0.42587575,0.46658199,0.50013917,0.406692,0,0,0,0,0,0,0,0,0
15,03:45,0,0,0.0,40.44323224,9.91575578,715.23952666,0.0,0.40443232,0.09915756,0.49236031,0.42587575,0.46658199,0.50013917,0.406692,0.51040165,0,0,0,0,0,0,0,0,0
16,04:00,0,0,13.18050596,59.89477027,23.81266377,645.68366635,0.13180506,0.5989477,0.23812664,0.42587575,0.46658199,0.50013917,0.406692,0.51040165,0.46095334,0,0,0,0,0,0,0,0,0
17,04:15,0,0,18.82831407,25.32459155,0.0,688.27035992,0.18828314,0.25324592,0.0,0.46658199,0.50013917,0.406692,0.51040165,0.46095334,0.46462424,0,0,0,0,0,0,0,0,0
18,04:30,0,0,18.84397347,26.82302249,13.52831433,723.3777372,0.18843973,0.26823022,0.13528314,0.50013917,0.406692,0.51040165,0.46095334,0.46462424,0.39834703,0,0,0,0,0,0,0,0,0
19,04:45,0,0,14.0954537,51.65990016,0.86800477,625.61371163,0.14095454,0.516599,0.00868005,0.406692,0.51040165,0.46095334,0.46462424,0.39834703,0.56918673,0,0,0,0,0,0,0,0,0
20,05:00,0,0,7.72256579,29.15168247,0.0,734.11430151,0.07722566,0.29151682,0.0,0.51040165,0.46095334,0.46462424,0.39834703,0.56918673,0.7102896,0,0,0,0,0,0,0,0,0
21,05:15,0,0,38.2252911,32.53091059,19.17169152,682.38169362,0.38225291,0.32530911,0.19171692,0.46095334,0.46462424,0.39834703,0.56918673,0.7102896,0.62083842,0,0,0,0,0,0,0,0,0
22,05:30,0,0,45.46588012,16.48646483,0.0,686.22216754,0.4546588,0.16486465,0.0,0.46462424,0.39834703,0.56918673,0.7102896,0.62083842,0.54888587,0,0,0,0,0,0,0,0,0
23,05:45,0,0,54.99523911,55.0585199,25.09009671,616.88324558,0.54995239,0.5505852,0.25090097,0.39834703,0.56918673,0.7102896,0.62083842,0.54888587,0.3813837,0,0,0,0,0,0,0,0,0
24,06:00,0,0,56.80808845,7.52105286,25.7611502,795.61499274,0.56808088,0.07521053,0.2576115,0.56918673,0.7102896,0.62083842,0.54888587,0.3813837,0.54922619,0,0,0,0,0,0,0,0,0
25,06:15,0,0,17.65060012,13.21325856,38.34144734,943.23620314,0.176506,0.13213259,0.38341447,0.7102896,0.62083842,0.54888587,0.3813837,0.54922619,0.34622426,0,0,0,0,0,0,0,0,0
26,06:30,0,0,27.40993608,2.86539945,5.83274983,849.65276628,0.27409936,0.02865399,0.0583275,0.62083842,0.54888587,0.3813837,0.54922619,0.34622426,0.35819152,0,0,0,0,0,0,0,0,0
27,06:45,0,0,66.63477818,3.56980637,27.04605129,774.37631665,0.66634778,0.03569806,0.27046051,0.54888587,0.3813837,0.54922619,0.34622426,0.35819152,0.25347737,0,0,0,0,0,0,0,0,0
28,07:00,0,0,60.14631389,33.18778626,0.0,599.13628308,0.60146314,0.33187786,0.0,0.3813837,0.54922619,0.34622426,0.35819152,0.25347737,0.43127785,0,0,0,0,0,0,0,0,0
