Time_slot,Clock_time,New_arrivals,Active_vehicles,PV_raw,WT_raw,Load_raw,Price_raw,PV_norm,WT_norm,Load_norm,Price_norm,Price_t_plus_1_norm,Price_t_plus_2_norm,Price_t_plus_3_norm,Price_t_plus_4_norm,Price_t_plus_5_norm,Active_station_0,Active_station_1,Active_station_2,Active_station_3,Active_station_4,Active_station_5,Active_station_6,Active_station_7,Active_station_8
0,00:00,0,0,0.0,22.35526558,17.69444074,1068.20433189,0.0,0.22355266,0.17694441,0.67386259,0.63702407,0.655712,0.63798431,0.71893573,0.70046606,0,0,0,0,0,0,0,0,0
1,00:15,0,0,0.0,41.47274045,29.16457937,1025.68099059,0.0,0.4147274,0.29164579,0.63702407,0.655712,0.63798431,0.71893573,0.70046606,0.87320764,0,0,0,0,0,0,0,0,0
2,00:30,0,0,0.0,40.76367285,37.11769802,1047.25278661,0.0,0.40763673,0.37117698,0.655712,0.63798431,0.71893573,0.70046606,0.87320764,0.787279,0,0,0,0,0,0,0,0,0
3,00:45,0,0,0.0,4.65098388,3.81315228,1026.78941523,0.0,0.04650984,0.03813152,0.63798431,0.71893573,0.70046606,0.87320764,0.787279,0.75305528,0,0,0,0,0,0,0,0,0
4,01:00,0,0,0.0,6.58853881,34.54859774,1120.23304148,0.0,0.06588539,0.34548598,0.71893573,0.70046606,0.87320764,0.787279,0.75305528,0.82996367,0,0,0,0,0,0,0,0,0
5,01:15,0,0,0.0,5.59226818,28.73505322,1098.91317991,0.0,0.05592268,0.28735053,0.70046606,0.87320764,0.787279,0.75305528,0.82996367,0.72652876,0,0,0,0,0,0,0,0,0
6,01:30,0,0,0.0,0.0,51.2013822,1298.31179492,0.0,0.0,0.51201382,0.87320764,0.787279,0.75305528,0.82996367,0.72652876,0.82462605,0,0,0,0,0,0,0,0,0
7,01:45,0,0,0.0,12.85032703,52.58159019,1199.12286907,0.0,0.12850327,0.5258159,0.787279,0.75305528,0.82996367,0.72652876,0.82462605,0.73348915,0,0,0,0,0,0,0,0,0
8,02:00,0,0,2.49413207,0.0,17.43357844,1159.61783299,0.02494132,0.0,0.17433578,0.75305528,0.82996367,0.72652876,0.82462605,0.73348915,0.73427434,0,0,0,0,0,0,0,0,0
9,02:15,0,0,0.0,27.25672002,56.40641047,1248.39453012,0.0,0.2725672,0.5640641,0.82996367,0.72652876,0.82462605,0.73348915,0.73427434,0.68198721,0,0,0,0,0,0,0,0,0
10,02:30,0,0,0.0,33.36094093,25.91229079,1128.99781114,0.0,0.33360941,0.25912291,0.72652876,0.82462605,0.73348915,0.73427434,0.68198721,0.56225914,0,0,0,0,0,0,0,0,0
11,02:45,0,0,3.15098518,24.63913202,50.07098856,1242.23322488,0.03150985,0.24639132,0.50070989,0.82462605,0.73348915,0.73427434,0.68198721,0.56225914,0.485815,0,0,0,0,0,0,0,0,0
12,03:00,0,0,0.0,42.62077155,44.81859085,1137.03231496,0.0,0.42620772,0.44818591,0.73348915,0.73427434,0.68198721,0.56225914,0.485815,0.47797872,0,0,0,0,0,0,0,0,0
13,03:15,0,0,0.0,35.46504727,50.33359554,1137.93867179,0.0,0.35465047,0.50333596,0.73427434,0.68198721,0.56225914,0.485815,0.47797872,0.58203339,0,0,0,0,0,0,0,0,0
14,03:30,0,0,0.0,66.18564727,78.37241342,1077.58272826,0.0,0.66185647,0.78372413,0.68198721,0.56225914,0.485815,0.47797872,0.58203339,0.48780767,0,0,0,0,0,0,0,0,0
15,03:45,0,0,0.0,60.37724511,44.11108906,939.3785284,0.0,0.60377245,0.44111089,0.56225914,0.485815,0.47797872,0.58203339,0.48780767,0.56792136,0,0,0,0,0,0,0,0,0
16,04:00,0,0,7.76800343,76.55072791,59.42668188,851.13772286,0.07768003,0.76550728,0.59426682,0.485815,0.47797872,0.58203339,0.48780767,0.56792136,0.56261778,0,0,0,0,0,0,0,0,0
17,04:15,0,0,10.47919185,33.28538441,18.79618141,842.09217619,0.10479192,0.33285384,0.18796181,0.47797872,0.58203339,0.48780767,0.56792136,0.56261778,0.46547248,0,0,0,0,0,0,0,0,0
18,04:30,0,0,9.94414295,34.97311597,48.95793304,962.20429146,0.09944143,0.34973116,0.48957933,0.58203339,0.48780767,0.56792136,0.56261778,0.46547248,0.42092141,0,0,0,0,0,0,0,0,0
19,04:45,0,0,7.59769791,63.82286657,36.7106221,853.43789348,0.07597698,0.63822867,0.36710622,0.48780767,0.56792136,0.56261778,0.46547248,0.42092141,0.55415858,0,0,0,0,0,0,0,0,0
20,05:00,0,0,4.43182219,34.20073615,25.27541013,945.91452263,0.04431822,0.34200736,0.2527541,0.56792136,0.56261778,0.46547248,0.42092141,0.55415858,0.65204688,0,0,0,0,0,0,0,0,0
21,05:15,0,0,24.19423223,34.9374484,55.11656792,939.79251335,0.24194232,0.34937448,0.55116568,0.56261778,0.46547248,0.42092141,0.55415858,0.65204688,0.51826215,0,0,0,0,0,0,0,0,0
22,05:30,0,0,29.01036102,10.9631287,7.82427835,827.65600122,0.29010361,0.10963129,0.07824278,0.46547248,0.42092141,0.55415858,0.65204688,0.51826215,0.4490474,0,0,0,0,0,0,0,0,0
23,05:45,0,0,36.39191025,47.12724229,49.44544928,776.22992134,0.3639191,0.47127242,0.49445449,0.42092141,0.55415858,0.65204688,0.51826215,0.4490474,0.28646059,0,0,0,0,0,0,0,0,0
24,06:00,0,0,38.65191256,0.0,41.21335111,930.027908,0.38651913,0.0,0.41213351,0.55415858,0.65204688,0.51826215,0.4490474,0.28646059,0.5136031,0,0,0,0,0,0,0,0,0
25,06:15,0,0,12.0333572,0.0,47.24271125,1043.02208006,0.12033357,0.0,0.47242711,0.65204688,0.51826215,0.4490474,0.28646059,0.5136031,0.3351389,0,0,0,0,0,0,0,0,0
26,06:30,0,0,18.12537281,0.0,4.99857632,888.59203449,0.18125373,0.0,0.04998576,0.51826215,0.4490474,0.28646059,0.5136031,0.3351389,0.40527932,0,0,0,0,0,0,0,0,0
27,06:45,0,0,41.95830289,0.04300625,24.22155397,808.69623917,0.41958303,0.00043006,0.24221554,0.4490474,0.28646059,0.5136031,0.3351389,0.40527932,0.32533327,0,0,0,0,0,0,0,0,0
28,07:00,6,6,36.66336556,40.26022273,0.0,621.0194589,0.36663366,0.40260223,0.0,0.28646059,0.5136031,0.3351389,0.40527932,0.32533327,0.54171784,6,0,0,0,0,0,0,0,0
29,07:15,0,6,28.23440132,23.11289063,34.60991858,883.21401112,0.28234401,0.23112891,0.34609919,0.5136031,0.3351389,0.40527932,0.32533327,0.54171784,0.33275259,6,0,0,0,0,0,0,0,0
30,07:30,0,6,38.35089876,30.84560633,0.0,677.20967472,0.38350899,0.30845606,0.0,0.3351389,0.40527932,0.32533327,0.54171784,0.33275259,0.28159722,6,0,0,0,0,0,0,0,0
31,07:45,0,6,37.11629602,21.31216349,0.0,758.17398801,0.37116296,0.21312163,0.0,0.40527932,0.32533327,0.54171784,0.33275259,0.28159722,0.39605027,6,0,0,0,0,0,0,0,0
32,08:00,0,6,47.14122527,34.93619295,9.99081689,665.89087318,0.47141225,0.34936193,0.09990817,0.32533327,0.54171784,0.33275259,0.28159722,0.39605027,0.0,6,0,0,0,0,0,0,0,0
33,08:15,0,6,19.150267,30.58300455,18.05568004,915.66734755,0.19150267,0.30583005,0.1805568,0.54171784,0.33275259,0.28159722,0.39605027,0.0,0.36533828,6,0,0,0,0,0,0,0,0
34,08:30,0,0,51.17748508,43.17133987,20.79597659,674.45512183,0.51177485,0.4317134,0.20795977,0.33275259,0.28159722,0.39605027,0.0,0.36533828,0.43440539,0,0,0,0,0,0,0,0,0
35,08:45,0,0,37.04431777,70.33912792,0.0,615.4055886,0.37044318,0.70339128,0.0,0.28159722,0.39605027,0.0,0.36533828,0.43440539,0.45195959,0,0,0,0,0,0,0,0,0
36,09:00,8,8,27.00190646,67.52509799,13.99878753,747.52073538,0.27001906,0.67525098,0.13998788,0.39605027,0.0,0.36533828,0.43440539,0.45195959,0.2520116,1,0,7,0,0,0,0,0,0
37,09:15,4,12,71.57899136,80.10781249,15.41056533,290.35300958,0.71578991,0.80107812,0.15410565,0.0,0.36533828,0.43440539,0.45195959,0.2520116,0.48362541,1,0,11,0,0,0,0,0,0
38,09:30,0,12,66.79940772,37.25911869,39.11853928,712.06934907,0.66799408,0.37259119,0.39118539,0.36533828,0.43440539,0.45195959,0.2520116,0.48362541,0.52813677,1,0,11,0,0,0,0,0,0
39,09:45,3,15,59.4165904,25.44146673,33.52440286,791.79472252,0.5941659,0.25441467,0.33524403,0.43440539,0.45195959,0.2520116,0.48362541,0.52813677,0.60477213,1,0,11,0,0,0,3,0,0
40,10:00,21,28,48.8466004,73.7218329,75.32133732,812.05784026,0.488466,0.73721833,0.75321337,0.45195959,0.2520116,0.48362541,0.52813677,0.60477213,0.63590508,0,9,4,0,0,0,3,12,0
41,10:15,4,32,73.76681333,76.56969559,42.75145249,581.25439265,0.73766813,0.76569696,0.42751452,0.2520116,0.48362541,0.52813677,0.60477213,0.63590508,0.7178941,0,13,4,0,0,0,3,12,0
42,10:30,0,32,53.11869674,83.38758735,79.23322214,848.61024014,0.53118697,0.83387587,0.79233222,0.48362541,0.52813677,0.60477213,0.63590508,0.7178941,0.60742595,0,13,4,0,0,0,3,12,0
43,10:45,8,37,57.61051866,45.78679457,46.23766215,899.99048487,0.57610519,0.45786795,0.46237662,0.52813677,0.60477213,0.63590508,0.7178941,0.60742595,0.5780958,3,13,4,0,0,0,0,17,0
44,11:00,19,40,17.66651869,100.0,85.34959031,988.45201822,0.17666519,1.0,0.8534959,0.60477213,0.63590508,0.7178941,0.60742595,0.5780958,0.48440409,6,15,3,0,2,6,0,5,3
45,11:15,15,55,26.00867344,100.0,83.75955365,1024.38932078,0.26008673,1.0,0.83759554,0.63590508,0.7178941,0.60742595,0.5780958,0.48440409,0.70801647,12,15,6,0,3,11,0,5,3
46,11:30,4,59,25.82974995,100.0,90.13320001,1119.03067169,0.2582975,1.0,0.901332,0.7178941,0.60742595,0.5780958,0.48440409,0.70801647,0.67959421,12,16,9,0,3,11,0,5,3
47,11:45,18,60,40.73387096,75.95704692,38.57667415,991.51535841,0.40733871,0.75957047,0.38576674,0.60742595,0.5780958,0.48440409,0.70801647,0.67959421,0.5860673,13,8,9,0,3,16,4,4,3
48,12:00,11,61,20.03528224,100.0,46.6373974,957.65906066,0.20035282,1.0,0.46637397,0.5780958,0.48440409,0.70801647,0.67959421,0.5860673,0.45954567,11,8,14,0,3,14,4,4,3
49,12:15,2,46,34.0540381,100.0,49.65752209,849.50908789,0.34054038,1.0,0.49657522,0.48440409,0.70801647,0.67959421,0.5860673,0.45954567,0.42095937,9,4,11,0,3,9,6,4,0
50,12:30,8,49,9.50312867,77.78440143,48.82767245,1107.62875161,0.09503129,0.77784401,0.48827672,0.70801647,0.67959421,0.5860673,0.45954567,0.42095937,0.56487883,6,4,11,0,3,13,6,6,0
51,12:45,20,59,26.22617411,74.00891099,88.84589888,1074.82044017,0.26226174,0.74008911,0.88845899,0.67959421,0.5860673,0.45954567,0.42095937,0.56487883,0.52276868,8,2,18,0,7,13,2,9,0
52,13:00,13,62,4.05483257,100.0,74.45536583,966.86070537,0.04054833,1.0,0.74455366,0.5860673,0.45954567,0.42095937,0.56487883,0.52276868,0.27886536,4,0,23,8,7,13,2,5,0
53,13:15,13,73,16.60045694,100.0,85.39490434,820.81458302,0.16600457,1.0,0.85394904,0.45954567,0.42095937,0.56487883,0.52276868,0.27886536,0.26945718,4,7,29,8,7,13,0,5,0
54,13:30,7,65,19.52651333,100.0,100.0,776.27373991,0.19526513,1.0,1.0,0.42095937,0.56487883,0.52276868,0.27886536,0.26945718,0.54769036,2,7,32,8,7,0,0,9,0
55,13:45,3,53,6.15991649,87.20030105,100.0,942.40248638,0.06159916,0.87200301,1.0,0.56487883,0.52276868,0.27886536,0.26945718,0.54769036,0.2470133,0,7,27,11,2,0,0,6,0
56,14:00,3,47,9.81631348,73.31573702,100.0,893.79400412,0.09816313,0.73315737,1.0,0.52276868,0.27886536,0.26945718,0.54769036,0.2470133,0.31735767,3,7,20,11,0,0,0,6,0
57,14:15,9,41,8.66208855,98.77194601,54.9740608,612.25215613,0.08662089,0.98771946,0.54974061,0.27886536,0.26945718,0.54769036,0.2470133,0.31735767,0.37242286,3,0,14,11,4,5,0,4,0
58,14:30,6,42,11.92134749,69.91894516,37.10388863,601.39212775,0.11921347,0.69918945,0.37103889,0.26945718,0.54769036,0.2470133,0.31735767,0.37242286,0.46559017,3,3,14,10,4,6,0,2,0
59,14:45,7,33,3.15669093,69.69053792,92.01371267,922.56152802,0.03156691,0.69690538,0.92013713,0.54769036,0.2470133,0.31735767,0.37242286,0.46559017,0.43818247,3,3,15,0,4,6,0,2,0
60,15:00,16,46,11.98615732,78.417195,24.31777514,575.48476173,0.11986157,0.78417195,0.24317775,0.2470133,0.31735767,0.37242286,0.46559017,0.43818247,0.49401408,2,10,18,0,4,10,0,2,0
