Time_slot,Clock_time,New_arrivals,Active_vehicles,PV_raw,WT_raw,Load_raw,Price_raw,PV_norm,WT_norm,Load_norm,Price_norm,Price_t_plus_1_norm,Price_t_plus_2_norm,Price_t_plus_3_norm,Price_t_plus_4_norm,Price_t_plus_5_norm,Active_station_0,Active_station_1,Active_station_2,Active_station_3,Active_station_4,Active_station_5,Active_station_6,Active_station_7,Active_station_8
0,00:00,0,0,0.0,0.0,20.91074617,1101.87541784,0.0,0.0,0.20910746,0.86447429,0.80822061,0.80926583,0.82136702,0.86238228,0.81292718,0,0,0,0,0,0,0,0,0
1,00:15,0,0,0.0,21.72629912,27.62160716,1045.25320784,0.0,0.21726299,0.27621607,0.80822061,0.80926583,0.82136702,0.86238228,0.81292718,0.95015713,0,0,0,0,0,0,0,0,0
2,00:30,0,0,0.0,28.9964918,30.67047525,1046.30528204,0.0,0.28996492,0.30670475,0.80926583,0.82136702,0.86238228,0.81292718,0.95015713,0.83206338,0,0,0,0,0,0,0,0,0
3,00:45,0,0,0.0,0.0,0.0,1058.48574286,0.0,0.0,0.0,0.82136702,0.86238228,0.81292718,0.95015713,0.83206338,0.77806502,0,0,0,0,0,0,0,0,0
4,01:00,0,0,0.0,1.80129609,14.07331469,1099.76970601,0.0,0.01801296,0.14073315,0.86238228,0.81292718,0.95015713,0.83206338,0.77806502,0.80264122,0,0,0,0,0,0,0,0,0
5,01:15,0,0,0.0,0.0,2.07598098,1049.99061259,0.0,0.0,0.02075981,0.81292718,0.95015713,0.83206338,0.77806502,0.80264122,0.68861389,0,0,0,0,0,0,0,0,0
6,01:30,0,0,0.0,0.0,20.91803337,1188.11959,0.0,0.0,0.20918033,0.95015713,0.83206338,0.77806502,0.80264122,0.68861389,0.79273163,0,0,0,0,0,0,0,0,0
7,01:45,0,0,0.0,0.0,22.26146397,1069.25217951,0.0,0.0,0.22261464,0.83206338,0.77806502,0.80264122,0.68861389,0.79273163,0.7479651,0,0,0,0,0,0,0,0,0
8,02:00,0,0,2.76522934,0.0,0.0,1014.90006055,0.02765229,0.0,0.0,0.77806502,0.80264122,0.68861389,0.79273163,0.7479651,0.81022501,0,0,0,0,0,0,0,0,0
9,02:15,0,0,0.0,0.0,32.45038701,1039.63727122,0.0,0.0,0.32450387,0.80264122,0.68861389,0.79273163,0.7479651,0.81022501,0.79207876,0,0,0,0,0,0,0,0,0
10,02:30,0,0,0.0,0.0,6.46468993,924.86291938,0.0,0.0,0.0646469,0.68861389,0.79273163,0.7479651,0.81022501,0.79207876,0.71392459,0,0,0,0,0,0,0,0,0
11,02:45,0,0,3.04470629,0.0,36.07554527,1029.66275608,0.03044706,0.0,0.36075545,0.79273163,0.7479651,0.81022501,0.79207876,0.71392459,0.67128434,0,0,0,0,0,0,0,0,0
12,03:00,0,0,0.0,0.0,31.93867273,984.60295125,0.0,0.0,0.31938673,0.7479651,0.81022501,0.79207876,0.71392459,0.67128434,0.65421196,0,0,0,0,0,0,0,0,0
13,03:15,0,0,0.0,1.52816305,43.26440055,1047.27074327,0.0,0.01528163,0.43264401,0.81022501,0.79207876,0.71392459,0.67128434,0.65421196,0.72074041,0,0,0,0,0,0,0,0,0
14,03:30,0,0,0.0,46.03783537,75.20793872,1029.00561214,0.0,0.46037835,0.75207939,0.79207876,0.71392459,0.67128434,0.65421196,0.72074041,0.55805978,0,0,0,0,0,0,0,0,0
15,03:45,0,0,0.0,44.30194531,37.99892669,950.33943875,0.0,0.44301945,0.37998927,0.71392459,0.67128434,0.65421196,0.72074041,0.55805978,0.58268407,0,0,0,0,0,0,0,0,0
16,04:00,0,0,7.24554512,65.95445532,55.70036861,907.41984122,0.07245545,0.65954455,0.55700369,0.67128434,0.65421196,0.72074041,0.55805978,0.58268407,0.51016734,0,0,0,0,0,0,0,0,0
17,04:15,0,0,10.16439388,26.03859579,11.68560839,890.2356181,0.10164394,0.26038596,0.11685608,0.65421196,0.72074041,0.55805978,0.58268407,0.51016734,0.41784463,0,0,0,0,0,0,0,0,0
18,04:30,0,0,9.84548841,29.90551457,40.55457594,957.19991017,0.09845488,0.29905515,0.40554576,0.72074041,0.55805978,0.58268407,0.51016734,0.41784463,0.29170775,0,0,0,0,0,0,0,0,0
19,04:45,0,0,7.35564902,63.30614068,23.78226413,793.45352262,0.07355649,0.63306141,0.23782264,0.55805978,0.58268407,0.51016734,0.41784463,0.29170775,0.42986689,0,0,0,0,0,0,0,0,0
