Time_slot,Clock_time,New_arrivals,Active_vehicles,PV_raw,WT_raw,Load_raw,Price_raw,PV_norm,WT_norm,Load_norm,Price_norm,Price_t_plus_1_norm,Price_t_plus_2_norm,Price_t_plus_3_norm,Price_t_plus_4_norm,Price_t_plus_5_norm,Active_station_0,Active_station_1,Active_station_2,Active_station_3,Active_station_4,Active_station_5,Active_station_6,Active_station_7,Active_station_8
0,00:00,0,0,0.0,1.05609496,37.79672199,1163.65465191,0.0,0.01056095,0.37796722,0.83718605,0.75065006,0.73746716,0.70026954,0.76583604,0.73274588,0,0,0,0,0,0,0,0,0
1,00:15,0,0,0.0,25.9616088,49.28636432,1069.24281513,0.0,0.25961609,0.49286364,0.75065006,0.73746716,0.70026954,0.76583604,0.73274588,0.89014641,0,0,0,0,0,0,0,0,0
2,00:30,0,0,0.0,32.11928995,56.47505707,1054.86009895,0.0,0.3211929,0.56475057,0.73746716,0.70026954,0.76583604,0.73274588,0.89014641,0.76346958,0,0,0,0,0,0,0,0,0
3,00:45,0,0,0.0,5.14031547,18.37979769,1014.27703787,0.0,0.05140315,0.18379798,0.70026954,0.76583604,0.73274588,0.89014641,0.76346958,0.72386732,0,0,0,0,0,0,0,0,0
4,01:00,0,0,0.0,13.45641583,45.56742328,1085.81090456,0.0,0.13456416,0.45567423,0.76583604,0.73274588,0.89014641,0.76346958,0.72386732,0.77483064,0,0,0,0,0,0,0,0,0
5,01:15,0,0,0.0,17.2240033,35.48693416,1049.70912873,0.0,0.17224003,0.35486934,0.73274588,0.89014641,0.76346958,0.72386732,0.77483064,0.70565392,0,0,0,0,0,0,0,0,0
6,01:30,0,0,0.0,0.14296396,48.92153858,1221.43505897,0.0,0.00142964,0.48921539,0.89014641,0.76346958,0.72386732,0.77483064,0.70565392,0.77684734,0,0,0,0,0,0,0,0,0
7,01:45,0,0,0.0,24.49431332,41.03341751,1083.22906168,0.0,0.24494313,0.41033418,0.76346958,0.72386732,0.77483064,0.70565392,0.77684734,0.71660254,0,0,0,0,0,0,0,0,0
8,02:00,0,0,4.65437573,0.0,0.0,1040.02251117,0.04654376,0.0,0.0,0.72386732,0.77483064,0.70565392,0.77684734,0.71660254,0.74476185,0,0,0,0,0,0,0,0,0
9,02:15,0,0,0.0,17.65576785,28.78505807,1095.62412486,0.0,0.17655768,0.28785058,0.77483064,0.70565392,0.77684734,0.71660254,0.74476185,0.68829468,0,0,0,0,0,0,0,0,0
