Time_slot,Clock_time,New_arrivals,Active_vehicles,PV_raw,WT_raw,Load_raw,Price_raw,PV_norm,WT_norm,Load_norm,Price_norm,Price_t_plus_1_norm,Price_t_plus_2_norm,Price_t_plus_3_norm,Price_t_plus_4_norm,Price_t_plus_5_norm,Active_station_0,Active_station_1,Active_station_2,Active_station_3,Active_station_4,Active_station_5,Active_station_6,Active_station_7,Active_station_8
0,00:00,0,0,0.0,17.86431449,21.70448424,1123.2152532,0.0,0.17864314,0.21704484,0.73067263,0.70366016,0.74307985,0.75966197,0.85371394,0.83596999,0,0,0,0,0,0,0,0,0
1,00:15,0,0,0.0,37.55512612,31.26264068,1094.07138503,0.0,0.37555126,0.31262641,0.70366016,0.74307985,0.75966197,0.85371394,0.83596999,0.99150476,0,0,0,0,0,0,0,0,0
2,00:30,0,0,0.0,34.57713581,34.04581323,1136.60145598,0.0,0.34577136,0.34045813,0.74307985,0.75966197,0.85371394,0.83596999,0.99150476,0.8751982,0,0,0,0,0,0,0,0,0
3,00:45,0,0,0.0,0.0,0.0,1154.49197958,0.0,0.0,0.0,0.75966197,0.85371394,0.83596999,0.99150476,0.8751982,0.79244621,0,0,0,0,0,0,0,0,0
4,01:00,0,0,0.0,0.3597693,24.62770922,1255.96506162,0.0,0.00359769,0.24627709,0.85371394,0.83596999,0.99150476,0.8751982,0.79244621,0.80917857,0,0,0,0,0,0,0,0,0
5,01:15,0,0,0.0,0.0,21.04400516,1236.82103154,0.0,0.0,0.21044005,0.83596999,0.99150476,0.8751982,0.79244621,0.80917857,0.65943361,0,0,0,0,0,0,0,0,0
6,01:30,0,0,0.0,0.0,45.58364827,1404.62816771,0.0,0.0,0.45583648,0.99150476,0.8751982,0.79244621,0.80917857,0.65943361,0.7227475,0,0,0,0,0,0,0,0,0
7,01:45,0,0,0.0,12.43444924,50.12238869,1279.14452384,0.0,0.12434449,0.50122389,0.8751982,0.79244621,0.80917857,0.65943361,0.7227475,0.60029137,0,0,0,0,0,0,0,0,0
8,02:00,0,0,3.57220063,0.0,17.73789568,1189.86303678,0.03572201,0.0,0.17737896,0.79244621,0.80917857,0.65943361,0.7227475,0.60029137,0.62244315,0,0,0,0,0,0,0,0,0
9,02:15,0,0,0.0,20.88878838,57.27070091,1207.91565357,0.0,0.20888788,0.57270701,0.80917857,0.65943361,0.7227475,0.60029137,0.62244315,0.57756759,0,0,0,0,0,0,0,0,0
10,02:30,0,0,0.0,20.68008564,22.04614364,1046.355172,0.0,0.20680086,0.22046144,0.65943361,0.7227475,0.60029137,0.62244315,0.57756759,0.49546829,0,0,0,0,0,0,0,0,0
11,02:45,0,0,4.43391753,7.77724246,37.86991583,1114.66480239,0.04433918,0.07777242,0.37869916,0.7227475,0.60029137,0.62244315,0.57756759,0.49546829,0.45679287,0,0,0,0,0,0,0,0,0
12,03:00,0,0,0.0,16.22958952,21.9711261,982.54635186,0.0,0.1622959,0.21971126,0.60029137,0.62244315,0.57756759,0.49546829,0.45679287,0.50820823,0,0,0,0,0,0,0,0,0
13,03:15,0,0,0.0,5.65288929,21.6260711,1006.44600351,0.0,0.05652889,0.21626071,0.62244315,0.57756759,0.49546829,0.45679287,0.50820823,0.59619305,0,0,0,0,0,0,0,0,0
14,03:30,0,0,0.0,32.41422218,45.06797964,958.02956813,0.0,0.32414222,0.4506798,0.57756759,0.49546829,0.45679287,0.50820823,0.59619305,0.48688413,0,0,0,0,0,0,0,0,0
15,03:45,0,0,0.0,30.57502778,8.55465083,869.45228018,0.0,0.30575028,0.08554651,0.49546829,0.45679287,0.50820823,0.59619305,0.48688413,0.54634712,0,0,0,0,0,0,0,0,0
16,04:00,0,0,12.05835128,51.42460576,26.36455924,827.72520135,0.12058351,0.51424606,0.26364559,0.45679287,0.50820823,0.59619305,0.48688413,0.54634712,0.50251631,0,0,0,0,0,0,0,0,0
17,04:15,0,0,15.77029106,24.35470154,0.0,883.19745197,0.15770291,0.24354702,0.0,0.50820823,0.59619305,0.48688413,0.54634712,0.50251631,0.36804948,0,0,0,0,0,0,0,0,0
18,04:30,0,0,14.55721831,40.33662106,29.58153843,978.12465153,0.14557218,0.40336621,0.29581538,0.59619305,0.48688413,0.54634712,0.50251631,0.36804948,0.32250962,0,0,0,0,0,0,0,0,0
